,Gene,variance,SD
9530,LINC01365,0.005831368,0.076363394
9531,LINC01366,0.002559161,0.050588147
9532,LINC01370,0.002987082,0.054654201
9533,LINGO1,0.006241893,0.07900565
9534,LINGO2,0.006977571,0.083531857
9535,LINGO3,0.016763359,0.129473391
9536,LINGO4,0.010847646,0.104152031
9537,LIPA,0.005750262,0.075830483
9538,LIPC,0.006253453,0.079078778
9539,LIPE,0.008465907,0.092010365
9540,LIPE-AS1,0.010801185,0.10392875
9541,LIPF,0.00236963,0.04867885
9542,LIPG,0.004030359,0.063485107
9543,LIPH,0.002652978,0.051507067
9544,LIPI,0.013580906,0.116537142
9545,LIPJ,0.022867146,0.151218868
9546,LIPK,0.01643132,0.128184711
9547,LIPM,0.008924085,0.094467378
9548,LIPN,0.013205573,0.114915502
9549,LIPT1,0.004385184,0.066220723
9550,LIPT2,0.015154488,0.123103567
9551,LITAF,0.024022161,0.154990842
9552,LIX1,0.002858761,0.053467383
9553,LIX1L,0.002685535,0.051822149
9554,LKAAEAR1,0.004082507,0.063894498
9555,LL22NC01-81G9.3,0.007839916,0.0885433
9556,LLGL1,0.004205017,0.064846101
9557,LLGL2,0.012910352,0.11362373
9558,LLPH,0.005245356,0.072424832
9559,LMAN1,0.003052365,0.055248209
9560,LMAN1L,0.007878037,0.088758305
9561,LMAN2,0.003775688,0.061446629
9562,LMAN2L,0.013700216,0.117047923
9563,LMBR1,0.021434267,0.146404465
9564,LMBR1L,0.003967283,0.062986371
9565,LMBRD1,0.005454305,0.073853268
9566,LMBRD2,0.005736546,0.075739987
9567,LMCD1,0.00386374,0.062158988
9568,LMCD1-AS1,0.007556016,0.086925348
9569,LMF1,0.008800585,0.093811435
9570,LMF1-AS1,0.009640768,0.09818741
9571,LMF2,0.003640569,0.060337131
9572,LMLN,0.002826976,0.053169317
9573,LMNA,0.002354709,0.048525346
9574,LMNB1,0.006163473,0.078507786
9575,LMNB2,0.002270913,0.047654098
9576,LMO1,0.001574036,0.039674117
9577,LMO2,0.00480777,0.069338085
9578,LMO3,0.003985471,0.063130589
9579,LMO4,0.003706352,0.060879814
9580,LMO7,0.005045362,0.071030711
9581,LMO7-AS1,0.007353386,0.085751889
9582,LMO7DN,0.01695504,0.130211521
9583,LMOD1,0.013103798,0.114471823
9584,LMOD2,0.006178634,0.078604284
9585,LMOD3,0.004184225,0.064685587
9586,LMTK2,0.021054078,0.145100233
9587,LMTK3,0.007351344,0.085739977
9588,LMX1A,0.006093642,0.078061785
9589,LMX1B,0.003354331,0.057916584
9590,LNP1,0.005660763,0.07523804
9591,LNPEP,0.009124772,0.095523673
9592,LNX1,0.003271101,0.057193539
9593,LNX1-AS1,0.005005836,0.070751933
9594,LNX1-AS2,0.008597858,0.092724634
9595,LNX2,0.003094589,0.05562903
9596,LOC100101148,0.002913037,0.053972555
9597,LOC100128076,0.003061649,0.055332169
9598,LOC100128164,0.004927383,0.070195322
9599,LOC100128288,0.002964995,0.054451765
9600,LOC100128361,0.003293273,0.057387043
9601,LOC100128398,0.003028982,0.055036191
9602,LOC100128494,0.002418119,0.049174372
9603,LOC100128593,0.004666331,0.068310548
9604,LOC100128770,0.005294608,0.072764054
9605,LOC100128885,0.007003508,0.083686967
9606,LOC100128993,0.035837715,0.189308518
9607,LOC100129034,0.013766314,0.117329935
9608,LOC100129138,0.006500739,0.080627158
9609,LOC100129148,0.005823845,0.076314124
9610,LOC100129175,0.011342927,0.106503177
9611,LOC100129203,0.004401814,0.066346167
9612,LOC100129316,0.005011088,0.070789042
9613,LOC100129534,0.003244161,0.056957538
9614,LOC100129617,0.006752756,0.082175151
9615,LOC100129620,0.004296471,0.065547473
9616,LOC100129636,0.005649362,0.075162239
9617,LOC100129697,0.005592369,0.074782146
9618,LOC100129917,0.023143962,0.152131398
9619,LOC100129931,0.002605511,0.051044209
9620,LOC100129935,0.00558509,0.074733457
9621,LOC100130075,0.003621325,0.060177442
9622,LOC100130238,0.002340067,0.048374242
9623,LOC100130298,0.001732735,0.041626134
9624,LOC100130331,0.003074745,0.055450386
9625,LOC100130357,0.003750978,0.061245225
9626,LOC100130370,0.006839082,0.082698743
9627,LOC100130452,0.002816162,0.053067521
9628,LOC100130587,0.002407055,0.049061751
9629,LOC100130673,0.005261508,0.072536254
9630,LOC100130691,0.010425113,0.102103442
9631,LOC100130744,0.007551764,0.086900889
9632,LOC100130849,0.004875555,0.069825175
9633,LOC100130872,0.05169827,0.227372535
9634,LOC100130964,0.008337712,0.091311074
9635,LOC100130987,0.009261708,0.09623777
9636,LOC100130992,0.004922369,0.070159594
9637,LOC100131257,0.00243404,0.049335991
9638,LOC100131289,0.004885413,0.069895729
9639,LOC100131496,0.004855459,0.069681123
9640,LOC100131626,0.003981606,0.063099971
9641,LOC100131635,0.004505275,0.067121342
9642,LOC100132062,0.004177096,0.064630461
9643,LOC100132077,0.009579645,0.097875662
9644,LOC100132078,0.003636766,0.060305602
9645,LOC100132215,0.005383288,0.073370892
9646,LOC100132287,0.006159385,0.078481748
9647,LOC100132356,0.002743889,0.05238214
9648,LOC100132741,0.006253812,0.079081045
9649,LOC100132781,0.003869912,0.062208619
9650,LOC100133050,0.004731712,0.068787442
9651,LOC100133091,0.0109881,0.104824137
9652,LOC100133286,0.003975886,0.063054624
9653,LOC100133315,0.018365064,0.135517763
9654,LOC100133920,0.001758269,0.041931715
9655,LOC100134317,0.005725255,0.075665412
9656,LOC100134368,0.017686902,0.132992113
9657,LOC100134391,0.009946789,0.09973359
9658,LOC100134868,0.006379878,0.07987414
9659,LOC100144595,0.006274897,0.079214246
9660,LOC100190986,0.011639843,0.107888104
9661,LOC100192426,0.008230123,0.090720023
9662,LOC100233156,0.003032809,0.055070948
9663,LOC100240728,0.005547964,0.074484659
9664,LOC100240734,0.004962326,0.070443781
9665,LOC100240735,0.003063918,0.055352668
9666,LOC100268168,0.018079796,0.134461133
9667,LOC100270746,0.009367597,0.096786349
9668,LOC100272217,0.009630604,0.098135643
9669,LOC100286922,0.006009213,0.077519114
9670,LOC100287010,0.00502239,0.07086882
9671,LOC100287036,0.020380816,0.142761397
9672,LOC100287072,0.01850106,0.136018602
9673,LOC100287704,0.007036784,0.083885538
9674,LOC100287792,0.015849952,0.125896592
9675,LOC100287834,0.004873315,0.069809135
9676,LOC100287846,0.010461824,0.102283056
9677,LOC100287944,0.011121163,0.105456926
9678,LOC100288069,0.010192031,0.10095559
9679,LOC100288123,0.007786877,0.088243282
9680,LOC100288162,0.006083957,0.077999723
9681,LOC100288570,0.026754761,0.163568827
9682,LOC100288637,0.011296986,0.106287278
9683,LOC100288966,0.004315,0.065688663
9684,LOC100289230,0.003958548,0.062916994
9685,LOC100289333,0.011509866,0.107284043
9686,LOC100289361,0.002816066,0.053066623
9687,LOC100289473,0.006160159,0.078486681
9688,LOC100289495,0.009394564,0.09692556
9689,LOC100289511,0.006379238,0.079870134
9690,LOC100289561,0.003151386,0.056137208
9691,LOC100289580,0.003345087,0.057836726
9692,LOC100289656,0.002775549,0.052683482
9693,LOC100294145,0.03168484,0.178002359
9694,LOC100303749,0.006111143,0.078173799
9695,LOC100335030,0.007090638,0.084205925
9696,LOC100379224,0.004925976,0.070185295
9697,LOC100420587,0.004139646,0.064340081
9698,LOC100422212,0.005262096,0.072540305
9699,LOC100422556,0.005894853,0.076777947
9700,LOC100499194,0.003045015,0.055181653
9701,LOC100499489,0.004552422,0.067471639
9702,LOC100505549,0.006402914,0.080018211
9703,LOC100505715,0.002935547,0.054180685
9704,LOC100505716,0.011103947,0.105375267
9705,LOC100505736,0.003614582,0.060121395
9706,LOC100505782,0.004571957,0.067616245
9707,LOC100505841,0.010070399,0.100351375
9708,LOC100505912,0.005313422,0.072893226
9709,LOC100505918,0.011187769,0.105772251
9710,LOC100505942,0.006276229,0.079222654
9711,LOC100505978,0.002712044,0.052077291
9712,LOC100506023,0.003080799,0.055504943
9713,LOC100506071,0.012264207,0.110743878
9714,LOC100506076,0.008593775,0.092702616
9715,LOC100506100,0.005408603,0.073543204
9716,LOC100506123,0.005891263,0.076754563
9717,LOC100506124,0.005125606,0.071593338
9718,LOC100506178,0.007383803,0.085929057
9719,LOC100506188,0.007628738,0.087342647
9720,LOC100506207,0.002831164,0.053208688
9721,LOC100506258,0.002726144,0.052212487
9722,LOC100506271,0.005849008,0.07647881
9723,LOC100506274,0.00271404,0.052096447
9724,LOC100506281,0.002790645,0.052826555
9725,LOC100506321,0.005366088,0.07325359
9726,LOC100506403,0.003127882,0.055927467
9727,LOC100506406,0.005316033,0.072911132
9728,LOC100506422,0.003668864,0.060571147
9729,LOC100506472,0.004490633,0.067012184
9730,LOC100506474,0.058497443,0.241862447
9731,LOC100506476,0.009069521,0.095234031
9732,LOC100506497,0.012850537,0.113360211
9733,LOC100506551,0.003287358,0.057335489
9734,LOC100506606,0.00934097,0.096648696
9735,LOC100506639,0.01086764,0.104247975
9736,LOC100506675,0.042876241,0.207065789
9737,LOC100506682,0.012560764,0.112074814
9738,LOC100506688,0.018400645,0.135648978
9739,LOC100506725,0.002680964,0.051778025
9740,LOC100506730,0.00553674,0.074409274
9741,LOC100506790,0.003707615,0.060890187
9742,LOC100506858,0.004390361,0.066259799
9743,LOC100506990,0.005648846,0.075158805
9744,LOC100507002,0.003744385,0.061191379
9745,LOC100507006,0.021337347,0.146073087
9746,LOC100507053,0.003754738,0.061275914
9747,LOC100507065,0.005691077,0.075439225
9748,LOC100507144,0.004519665,0.067228457
9749,LOC100507156,0.002167843,0.046560097
9750,LOC100507250,0.01181064,0.108676768
9751,LOC100507283,0.012388298,0.11130273
9752,LOC100507334,0.00706612,0.084060217
9753,LOC100507346,0.016603636,0.128855095
9754,LOC100507351,0.006236242,0.078969882
9755,LOC100507384,0.00327913,0.057263686
9756,LOC100507389,0.013096556,0.114440185
9757,LOC100507412,0.005547364,0.074480627
9758,LOC100507443,0.005677199,0.075347192
9759,LOC100507472,0.002322622,0.048193589
9760,LOC100507547,0.009707526,0.09852678
9761,LOC100507564,0.003549885,0.059580911
9762,LOC100507634,0.003126417,0.055914375
9763,LOC100507642,0.008806765,0.093844368
9764,LOC100508046,0.009406469,0.09698695
9765,LOC100630923,0.005086232,0.071317825
9766,LOC100652758,0.002793937,0.052857708
9767,LOC100652768,0.00377163,0.061413595
9768,LOC100652931,0.007298184,0.085429412
9769,LOC100652999,0.005879749,0.076679522
9770,LOC100996249,0.002901497,0.053865543
9771,LOC100996349,0.002512731,0.050127148
9772,LOC100996385,0.006828834,0.082636759
9773,LOC100996437,0.004045893,0.063607333
9774,LOC100996447,0.010265148,0.101317069
9775,LOC100996671,0.009367913,0.09678798
9776,LOC101059948,0.005481865,0.074039615
9777,LOC101060524,0.008293883,0.091070758
9778,LOC101060553,0.005603633,0.074857417
9779,LOC101241902,0.016979808,0.130306591
9780,LOC101409256,0.0108261,0.104048548
9781,LOC101448202,0.005020205,0.070853407
9782,LOC101559451,0.026506981,0.162809645
9783,LOC101593348,0.018287983,0.13523307
9784,LOC101926889,0.016448515,0.128251764
9785,LOC101926892,0.003934008,0.062721668
9786,LOC101926905,0.00811547,0.090085905
9787,LOC101926908,0.019505539,0.139662233
9788,LOC101926913,0.003732381,0.061093215
9789,LOC101926935,0.006756099,0.08219549
9790,LOC101926944,0.005583835,0.07472506
9791,LOC101926960,0.003443422,0.058680676
9792,LOC101926964,0.009334431,0.096614861
9793,LOC101927018,0.007238272,0.085078033
9794,LOC101927023,0.012648741,0.112466621
9795,LOC101927040,0.011510415,0.107286602
9796,LOC101927045,0.008826355,0.093948684
9797,LOC101927048,0.002460195,0.049600353
9798,LOC101927053,0.001889595,0.043469473
9799,LOC101927069,0.001428435,0.03779464
9800,LOC101927079,0.0047119,0.068643283
9801,LOC101927131,0.009968005,0.099839898
9802,LOC101927136,0.006601147,0.081247442
9803,LOC101927143,0.005388442,0.073406006
9804,LOC101927151,0.004576166,0.067647362
9805,LOC101927159,0.005223721,0.072275314
9806,LOC101927164,0.009798901,0.098989399
9807,LOC101927166,0.002769859,0.052629454
9808,LOC101927178,0.013225533,0.115002319
9809,LOC101927190,0.003882417,0.062309046
9810,LOC101927237,0.01879975,0.137112179
9811,LOC101927243,0.006473258,0.080456557
9812,LOC101927269,0.003558525,0.05965337
9813,LOC101927272,0.002421721,0.049210984
9814,LOC101927284,0.002994382,0.054720943
9815,LOC101927310,0.009940544,0.099702276
9816,LOC101927314,0.006828061,0.082632083
9817,LOC101927354,0.002291217,0.047866658
9818,LOC101927374,0.004105042,0.064070605
9819,LOC101927378,0.039543949,0.198856603
9820,LOC101927394,0.007466061,0.086406374
9821,LOC101927410,0.007196621,0.084832899
9822,LOC101927418,0.003167453,0.05628013
9823,LOC101927421,0.046195491,0.214931364
9824,LOC101927437,0.009350204,0.096696454
9825,LOC101927446,0.01209115,0.109959763
9826,LOC101927450,0.012736844,0.112857628
9827,LOC101927468,0.01022862,0.101136642
9828,LOC101927476,0.00796864,0.089267242
9829,LOC101927478,0.003356152,0.057932303
9830,LOC101927488,0.003424124,0.058516012
9831,LOC101927495,0.003926049,0.062658195
9832,LOC101927502,0.003689018,0.060737287
9833,LOC101927539,0.012508788,0.111842695
9834,LOC101927550,0.005125607,0.071593347
9835,LOC101927557,0.004160129,0.064499065
9836,LOC101927560,0.002452981,0.049527576
9837,LOC101927571,0.004509543,0.067153129
9838,LOC101927572,0.003531677,0.059427912
9839,LOC101927575,0.004602659,0.067842898
9840,LOC101927583,0.005417799,0.073605699
9841,LOC101927604,0.004177449,0.064633188
9842,LOC101927623,0.00809651,0.089980609
9843,LOC101927661,0.005310188,0.072871039
9844,LOC101927668,0.003035026,0.055091067
9845,LOC101927691,0.001812858,0.042577667
9846,LOC101927709,0.025716809,0.160364613
9847,LOC101927730,0.004682317,0.068427456
9848,LOC101927769,0.005966407,0.077242518
9849,LOC101927770,0.002678709,0.051756245
9850,LOC101927814,0.002617249,0.051159052
9851,LOC101927817,0.011644735,0.107910775
9852,LOC101927829,0.004026737,0.063456576
9853,LOC101927830,0.011106827,0.105388932
9854,LOC101927839,0.009177735,0.095800497
9855,LOC101927847,0.016906595,0.130025362
9856,LOC101927870,0.007384155,0.085931108
9857,LOC101927881,0.010428321,0.102119149
9858,LOC101927911,0.00668452,0.081758915
9859,LOC101927914,0.004949679,0.070353953
9860,LOC101927919,0.003378415,0.058124137
9861,LOC101927948,0.008012934,0.08951499
9862,LOC101927950,0.002397437,0.048963625
9863,LOC101927967,0.003757653,0.061299697
9864,LOC101928002,0.007682082,0.087647487
9865,LOC101928008,0.005136966,0.071672632
9866,LOC101928009,0.006409684,0.080060503
9867,LOC101928012,0.003635845,0.06029797
9868,LOC101928030,0.007237102,0.085071156
9869,LOC101928048,0.004561068,0.067535676
9870,LOC101928053,0.005403024,0.073505266
9871,LOC101928068,0.003622884,0.060190398
9872,LOC101928093,0.008440185,0.091870479
9873,LOC101928107,0.016582741,0.128773992
9874,LOC101928128,0.013051774,0.11424436
9875,LOC101928135,0.003325321,0.057665596
9876,LOC101928163,0.003588743,0.059906122
9877,LOC101928168,0.007893826,0.088847204
9878,LOC101928201,0.002886013,0.053721624
9879,LOC101928211,0.002827461,0.053173874
9880,LOC101928222,0.00812114,0.090117368
9881,LOC101928254,0.008528367,0.092349157
9882,LOC101928266,0.003201762,0.056584112
9883,LOC101928269,0.002360229,0.048582191
9884,LOC101928273,0.005139892,0.071693038
9885,LOC101928283,0.002923171,0.054066355
9886,LOC101928295,0.007902591,0.088896519
9887,LOC101928335,0.013185342,0.114827443
9888,LOC101928336,0.003859407,0.062124123
9889,LOC101928358,0.004437642,0.066615625
9890,LOC101928370,0.005324153,0.072966795
9891,LOC101928371,0.007845614,0.088575468
9892,LOC101928372,0.008306033,0.091137442
9893,LOC101928386,0.00417623,0.064623761
9894,LOC101928398,0.006112462,0.078182234
9895,LOC101928401,0.00637251,0.079828001
9896,LOC101928416,0.002818575,0.053090258
9897,LOC101928417,0.003525798,0.059378426
9898,LOC101928436,0.003297308,0.057422187
9899,LOC101928437,0.006152008,0.078434737
9900,LOC101928438,0.019757589,0.140561691
9901,LOC101928441,0.003551111,0.059591198
9902,LOC101928446,0.003791057,0.06157156
9903,LOC101928489,0.005286366,0.072707399
9904,LOC101928491,0.010091512,0.100456516
9905,LOC101928495,0.005357201,0.073192903
9906,LOC101928505,0.016821275,0.129696857
9907,LOC101928516,0.004406948,0.066384846
9908,LOC101928517,0.008032953,0.08962674
9909,LOC101928519,0.006871457,0.082894251
9910,LOC101928523,0.005710025,0.075564706
9911,LOC101928530,0.007086507,0.084181393
9912,LOC101928535,0.005320586,0.072942349
9913,LOC101928618,0.00697035,0.083488621
9914,LOC101928651,0.002800426,0.05291905
9915,LOC101928663,0.008033911,0.089632085
9916,LOC101928682,0.006799244,0.082457528
9917,LOC101928708,0.002817407,0.05307925
9918,LOC101928730,0.003327606,0.057685406
9919,LOC101928731,0.005279974,0.072663433
9920,LOC101928748,0.00888193,0.094243994
9921,LOC101928775,0.005480616,0.074031185
9922,LOC101928782,0.020689659,0.143839003
9923,LOC101928796,0.008947216,0.094589727
9924,LOC101928797,0.00826383,0.09090561
9925,LOC101928804,0.004604952,0.067859797
9926,LOC101928844,0.002955666,0.054366039
9927,LOC101928847,0.002291889,0.047873673
9928,LOC101928855,0.004784946,0.069173302
9929,LOC101928861,0.006958713,0.083418902
9930,LOC101928882,0.00321961,0.056741606
9931,LOC101928894,0.003421544,0.058493962
9932,LOC101928896,0.005701788,0.075510186
9933,LOC101928909,0.017128726,0.130876759
9934,LOC101928911,0.001830418,0.042783389
9935,LOC101928936,0.002993993,0.054717393
9936,LOC101928937,0.003335133,0.057750608
9937,LOC101928940,0.004538607,0.067369185
9938,LOC101928961,0.009542499,0.097685716
9939,LOC101928988,0.00459389,0.067778244
9940,LOC101929057,0.008411994,0.091716926
9941,LOC101929076,0.004895476,0.069967681
9942,LOC101929099,0.008652166,0.09301702
9943,LOC101929106,0.008106542,0.090036335
9944,LOC101929124,0.007359313,0.08578644
9945,LOC101929140,0.00839974,0.091650097
9946,LOC101929148,0.004117427,0.064167178
9947,LOC101929154,0.005662618,0.07525037
9948,LOC101929162,0.005766683,0.075938682
9949,LOC101929172,0.004791547,0.069221004
9950,LOC101929217,0.004819871,0.069425292
9951,LOC101929234,0.005776636,0.076004182
9952,LOC101929259,0.010280185,0.101391248
9953,LOC101929268,0.00864518,0.09297946
9954,LOC101929295,0.008228026,0.090708466
9955,LOC101929319,0.006882895,0.082963215
9956,LOC101929372,0.003209863,0.056655651
9957,LOC101929380,0.015520543,0.124581471
9958,LOC101929413,0.00729761,0.085426052
9959,LOC101929420,0.025122103,0.158499536
9960,LOC101929427,0.06208924,0.249177125
9961,LOC101929439,0.011354355,0.106556816
9962,LOC101929452,0.004670093,0.068338076
9963,LOC101929512,0.004604088,0.067853431
9964,LOC101929528,0.004229045,0.06503111
9965,LOC101929532,0.003196998,0.056542001
9966,LOC101929551,0.003229462,0.056828355
9967,LOC101929555,0.003630617,0.0602546
9968,LOC101929572,0.003425239,0.058525543
9969,LOC101929586,0.006425792,0.080161038
9970,LOC101929613,0.008398825,0.091645102
9971,LOC101929633,0.011118494,0.105444268
9972,LOC101929645,0.016129929,0.127003656
9973,LOC101929653,0.016692171,0.129198187
9974,LOC101929657,0.004943288,0.070308521
9975,LOC101929698,0.008923165,0.094462505
9976,LOC101929718,0.033177686,0.182147429
9977,LOC101929767,0.010195461,0.100972577
9978,LOC101929829,0.004513157,0.067180034
9979,LOC102031319,0.007401242,0.086030472
9980,LOC102467080,0.022522071,0.150073553
9981,LOC102467081,0.006816873,0.082564359
9982,LOC102467216,0.006691913,0.081804114
9983,LOC102467217,0.003206637,0.056627175
9984,LOC102467226,0.005902239,0.076826033
9985,LOC102503427,0.006440032,0.080249811
9986,LOC102546229,0.02178687,0.147603762
9987,LOC102546299,0.006407644,0.080047764
9988,LOC102606465,0.007568099,0.086994824
9989,LOC102606466,0.00905208,0.095142418
9990,LOC102723373,0.010119789,0.100597163
9991,LOC102723376,0.00365943,0.060493224
9992,LOC102723427,0.008675893,0.093144475
9993,LOC102723517,0.006222498,0.078882812
9994,LOC102723544,0.00319133,0.056491854
9995,LOC102723769,0.006088097,0.07802626
9996,LOC102724020,0.013962599,0.11816344
9997,LOC102724034,0.016245289,0.127457009
9998,LOC102724050,0.004490633,0.067012185
9999,LOC102724058,0.007407832,0.086068762
10000,LOC102724153,0.003870844,0.062216109
10001,LOC102724163,0.009526766,0.097605155
10002,LOC102724421,0.002307359,0.048034972
10003,LOC102724467,0.015209129,0.123325298
10004,LOC102724849,0.010481309,0.102378265
10005,LOC102724958,0.005167144,0.071882847
10006,LOC103021295,0.011651916,0.107944042
10007,LOC103171574,0.005639599,0.075097261
10008,LOC143666,0.006584704,0.081146189
10009,LOC145474,0.002673103,0.051702057
10010,LOC145783,0.002638167,0.051363085
10011,LOC145845,0.003878088,0.062274295
10012,LOC148696,0.005491308,0.074103363
10013,LOC149684,0.003134423,0.05598592
10014,LOC150935,0.016197634,0.127269925
10015,LOC153684,0.003624335,0.060202447
10016,LOC153910,0.010469148,0.102318853
10017,LOC154449,0.003235889,0.056884873
10018,LOC154761,0.004551432,0.067464303
10019,LOC155060,0.004394748,0.066292895
10020,LOC157273,0.007245201,0.085118748
10021,LOC158434,0.002760498,0.052540445
10022,LOC158435,0.008257915,0.090873072
10023,LOC202181,0.011541235,0.107430139
10024,LOC220729,0.009975782,0.099878837
10025,LOC254896,0.025202742,0.158753714
10026,LOC283038,0.019830871,0.140822125
10027,LOC283045,0.002153945,0.046410616
10028,LOC283194,0.00846453,0.092002878
10029,LOC283299,0.011110623,0.10540694
10030,LOC283335,0.005136313,0.071668079
10031,LOC283683,0.002357411,0.048553178
10032,LOC283710,0.004207903,0.064868349
10033,LOC283731,0.003631815,0.060264544
10034,LOC283788,0.007073662,0.084105063
10035,LOC284009,0.010981918,0.104794645
10036,LOC284344,0.016096325,0.126871292
10037,LOC284379,0.002101495,0.04584207
10038,LOC284412,0.002831721,0.053213921
10039,LOC284581,0.002088682,0.045702101
10040,LOC284788,0.003884831,0.062328414
10041,LOC284798,0.010410494,0.102031826
10042,LOC284933,0.006412032,0.080075166
10043,LOC284950,0.003052417,0.055248679
10044,LOC285000,0.007992042,0.089398223
10045,LOC285593,0.006759709,0.082217448
10046,LOC285626,0.021462367,0.1465004
10047,LOC285762,0.002726759,0.052218383
10048,LOC285819,0.00804922,0.089717446
10049,LOC285847,0.004000259,0.063247603
10050,LOC285889,0.00919955,0.095914284
10051,LOC286059,0.00521779,0.072234268
10052,LOC286083,0.003255932,0.057060774
10053,LOC286177,0.003626409,0.060219672
10054,LOC286297,0.009172263,0.095771934
10055,LOC286359,0.004494021,0.06703746
10056,LOC286437,0.004674678,0.068371616
10057,LOC338694,0.003958541,0.06291694
10058,LOC338963,0.007758915,0.088084701
10059,LOC339059,0.003163795,0.056247619
10060,LOC339166,0.005303844,0.072827497
10061,LOC339298,0.005189093,0.072035358
10062,LOC339539,0.005121018,0.071561291
10063,LOC339593,0.004917627,0.070125797
10064,LOC339666,0.003675616,0.060626858
10065,LOC339803,0.00336912,0.058044117
10066,LOC339862,0.0044447,0.066668583
10067,LOC339975,0.021385598,0.146238156
10068,LOC340357,0.003344557,0.057832144
10069,LOC341056,0.007209648,0.084909646
10070,LOC344967,0.003855924,0.062096083
10071,LOC349160,0.009915886,0.099578544
10072,LOC374443,0.002497723,0.049977225
10073,LOC375196,0.006798944,0.082455711
10074,LOC388242,0.004436779,0.066609153
10075,LOC388282,0.004646775,0.06816726
10076,LOC388436,0.012049462,0.109770042
10077,LOC388780,0.005407548,0.073536031
10078,LOC388813,0.007890663,0.088829406
10079,LOC389247,0.004471778,0.066871353
10080,LOC389602,0.006812607,0.08253852
10081,LOC389705,0.006445611,0.080284561
10082,LOC389765,0.006272307,0.079197898
10083,LOC389831,0.009788244,0.098935555
10084,LOC389834,0.026588199,0.163058883
10085,LOC389895,0.005037386,0.070974546
10086,LOC389906,0.005416692,0.07359818
10087,LOC390705,0.004017322,0.063382352
10088,LOC391322,0.004927173,0.070193826
10089,LOC392196,0.002927156,0.054103194
10090,LOC392232,0.015324749,0.123793169
10091,LOC392364,0.005158228,0.071820806
10092,LOC400553,0.006572509,0.081071012
10093,LOC400867,0.001868143,0.043222016
10094,LOC400940,0.009732413,0.098652995
10095,LOC401127,0.010672024,0.10330549
10096,LOC401324,0.007011759,0.083736248
10097,LOC401463,0.004641702,0.06813004
10098,LOC401557,0.004386485,0.066230541
10099,LOC407835,0.006417273,0.080107883
10100,LOC440300,0.014856674,0.121887957
10101,LOC440311,0.010868826,0.104253664
10102,LOC440700,0.009887223,0.099434515
10103,LOC440895,0.017972437,0.13406132
10104,LOC440896,0.009544229,0.097694572
10105,LOC440910,0.00923887,0.096119043
10106,LOC441081,0.016413741,0.128116122
10107,LOC441155,0.004603522,0.06784926
10108,LOC441204,0.005654116,0.075193859
10109,LOC441242,0.026960396,0.164196211
10110,LOC441455,0.00420183,0.064821524
10111,LOC441666,0.008954133,0.094626281
10112,LOC442028,0.018296697,0.135265284
10113,LOC442132,0.004905426,0.070038749
10114,LOC442497,0.039110279,0.19776319
10115,LOC541473,0.015094952,0.122861517
10116,LOC550113,0.004755668,0.068961354
10117,LOC554206,0.005163609,0.071858256
10118,LOC574538,0.006167808,0.078535395
10119,LOC606724,0.006136414,0.078335268
10120,LOC613038,0.003816816,0.061780385
10121,LOC641746,0.005225505,0.072287653
10122,LOC642361,0.004098473,0.064019319
10123,LOC642846,0.013494369,0.116165264
10124,LOC642929,0.002496062,0.049960607
10125,LOC642943,0.004613251,0.067920921
10126,LOC643072,0.0050371,0.070972531
10127,LOC643201,0.002916584,0.054005409
10128,LOC643339,0.005262541,0.07254337
10129,LOC643406,0.003851597,0.062061232
10130,LOC643441,0.005661855,0.075245298
10131,LOC643802,0.008708299,0.093318268
10132,LOC644189,0.004032524,0.063502161
10133,LOC644554,0.010305201,0.101514535
10134,LOC644656,0.002791116,0.052831009
10135,LOC644669,0.012878812,0.113484856
10136,LOC644936,0.002845802,0.053346056
10137,LOC645752,0.003043874,0.055171312
10138,LOC646214,0.005694182,0.075459804
10139,LOC646471,0.005546211,0.074472887
10140,LOC646626,0.003963809,0.062958792
10141,LOC646736,0.004654486,0.068223794
10142,LOC646762,0.004304293,0.065607112
10143,LOC646813,0.002273021,0.047676211
10144,LOC646903,0.007258061,0.085194252
10145,LOC646938,0.003821852,0.061821131
10146,LOC648987,0.005537737,0.074415975
10147,LOC649133,0.006635512,0.081458655
10148,LOC649352,0.011218641,0.105918088
10149,LOC650226,0.009495002,0.097442302
10150,LOC652276,0.00843115,0.091821293
10151,LOC653513,0.00373711,0.06113191
10152,LOC653653,0.00343318,0.058593344
10153,LOC653712,0.010345514,0.101712902
10154,LOC727751,0.00360774,0.060064468
10155,LOC728024,0.004002204,0.063262975
10156,LOC728392,0.00631921,0.079493459
10157,LOC728554,0.007996782,0.089424728
10158,LOC728613,0.005045716,0.071033204
10159,LOC728739,0.002727972,0.052229992
10160,LOC728743,0.003793141,0.061588478
10161,LOC728989,0.004385592,0.066223802
10162,LOC729080,0.006535863,0.080844682
10163,LOC729218,0.003012843,0.054889367
10164,LOC729296,0.002505605,0.050056019
10165,LOC729609,0.010713671,0.103506865
10166,LOC729683,0.008088796,0.089937736
10167,LOC729732,0.005771113,0.075967841
10168,LOC729737,0.007766822,0.088129573
10169,LOC729930,0.003900356,0.062452832
10170,LOC729966,0.006660906,0.081614374
10171,LOC730101,0.008394876,0.091623554
10172,LOC730183,0.01083717,0.104101729
10173,LOC730668,0.010013627,0.100068112
10174,LOC731157,0.006921363,0.08319473
10175,LOC90246,0.005798623,0.07614869
