,Gene,variance,SD
6241,GALNT18,0.006572819,0.081072924
6242,GALNT2,0.004990964,0.070646754
6243,GALNT3,0.011020966,0.10498079
6244,GALNT4,0.005787305,0.076074338
6245,GALNT5,0.004176226,0.064623727
6246,GALNT6,0.058345342,0.241547805
6247,GALNT7,0.050813046,0.225417492
6248,GALNT8,0.020083134,0.141714974
6249,GALNT9,0.006591462,0.081187818
6250,GALNTL5,0.006796826,0.082442863
6251,GALNTL6,0.034737374,0.18637965
6252,GALP,0.003064161,0.055354867
6253,GALR1,0.046285967,0.215141737
6254,GALR2,0.009845945,0.099226734
6255,GALR3,0.023863872,0.154479358
6256,GALT,0.006476785,0.080478473
6257,GAMT,0.007292782,0.085397787
6258,GAN,0.013541147,0.116366433
6259,GANAB,0.054041104,0.232467426
6260,GANC,0.010987587,0.10482169
6261,GAP43,0.004541904,0.067393651
6262,GAPDH,0.004662103,0.068279595
6263,GAPDHS,0.009419405,0.097053621
6264,GAPT,0.010347082,0.101720607
6265,GAPVD1,0.010215787,0.101073176
6266,GAR1,0.008987804,0.09480403
6267,GARNL3,0.012275946,0.110796868
6268,GART,0.009486328,0.097397783
6269,GAS1,0.021272457,0.145850805
6270,GAS2,0.010413034,0.102044274
6271,GAS2L1,0.007718795,0.087856672
6272,GAS2L1P2,0.00453824,0.067366464
6273,GAS2L2,0.004322677,0.065747068
6274,GAS2L3,0.01867809,0.136667808
6275,GAS5,0.003036421,0.055103726
6276,GAS5-AS1,0.005282313,0.072679519
6277,GAS6,0.004214009,0.064915397
6278,GAS6-AS1,0.024451316,0.156369165
6279,GAS7,0.020857034,0.144419646
6280,GAS8,0.014932497,0.122198596
6281,GAST,0.004463528,0.066809637
6282,GATA1,0.007399566,0.086020732
6283,GATA2,0.004243832,0.065144702
6284,GATA3,0.004979671,0.070566781
6285,GATA3-AS1,0.011148932,0.105588502
6286,GATA4,0.004480945,0.066939861
6287,GATA5,0.015494161,0.124475544
6288,GATA6,0.004996409,0.070685283
6289,GATA6-AS1,0.011615796,0.107776601
6290,GATAD1,0.001745039,0.041773662
6291,GATAD2A,0.00423152,0.065050134
6292,GATAD2B,0.02483618,0.157594989
6293,GATC,0.005726642,0.075674582
6294,GATM,0.005695201,0.075466553
6295,GBA,0.014540237,0.120582906
6296,GBA2,0.004150092,0.06442121
6297,GBA3,0.005454829,0.073856815
6298,GBAP1,0.003835618,0.061932363
6299,GBE1,0.007820704,0.088434743
6300,GBF1,0.005190293,0.072043691
6301,GBGT1,0.003817386,0.061784996
6302,GBP1,0.004691307,0.068493113
6303,GBP1P1,0.007819893,0.088430158
6304,GBP2,0.013601626,0.116626009
6305,GBP3,0.006918849,0.083179619
6306,GBP4,0.011687891,0.108110549
6307,GBP5,0.007351113,0.085738631
6308,GBP6,0.004299176,0.065568103
6309,GBP7,0.005157208,0.071813707
6310,GBX1,0.005609116,0.074894032
6311,GBX2,0.025880307,0.160873575
6312,GC,0.007543406,0.086852786
6313,GCA,0.00384812,0.062033216
6314,GCAT,0.00781015,0.088375055
6315,GCC1,0.004544461,0.067412615
6316,GCC2,0.015667784,0.125171018
6317,GCDH,0.006136978,0.078338867
6318,GCFC2,0.019790293,0.140677976
6319,GCG,0.015597558,0.124890185
6320,GCGR,0.01514238,0.123054378
6321,GCH1,0.016585116,0.128783214
6322,GCHFR,0.007728235,0.087910381
6323,GCK,0.015413584,0.124151455
6324,GCKR,0.134791122,0.367139105
6325,GCLC,0.006480303,0.080500327
6326,GCLM,0.004405097,0.066370904
6327,GCM1,0.006590785,0.08118365
6328,GCM2,0.009389451,0.096899179
6329,GCNT1,0.002486305,0.049862866
6330,GCNT2,0.002624258,0.051227512
6331,GCNT3,0.011835798,0.108792455
6332,GCNT4,0.00574414,0.075790105
6333,GCNT7,0.00262076,0.051193359
6334,GCOM1,0.008452113,0.091935373
6335,GCSAM,0.002911596,0.053959205
6336,GCSAML,0.009935303,0.099675989
6337,GCSAML-AS1,0.017316075,0.131590558
6338,GCSH,0.006097716,0.078087874
6339,GCSHP3,0.0386214,0.196523281
6340,GDA,0.011548688,0.107464822
6341,GDAP1,0.004186608,0.064703999
6342,GDAP1L1,0.004445678,0.066675921
6343,GDAP2,0.005014757,0.07081495
6344,GDE1,0.019745678,0.140519316
6345,GDF1,0.013855295,0.117708519
6346,GDF10,0.045211299,0.212629487
6347,GDF11,0.0086823,0.093178859
6348,GDF15,0.009620275,0.098083003
6349,GDF2,0.006798962,0.082455816
6350,GDF3,0.00695361,0.083388308
6351,GDF5,0.010245924,0.10122215
6352,GDF6,0.009722084,0.098600631
6353,GDF7,0.009317522,0.09652731
6354,GDF9,0.010643661,0.103168118
6355,GDI1,0.025399817,0.1593732
6356,GDI2,0.03213081,0.179250691
6357,GDNF,0.026496955,0.162778852
6358,GDNF-AS1,0.022330856,0.149435123
6359,GDPD1,0.023343666,0.152786341
6360,GDPD2,0.025495827,0.159674128
6361,GDPD3,0.037844658,0.194537035
6362,GDPD4,0.016503302,0.128465177
6363,GDPD5,0.040021522,0.200053797
6364,GDPGP1,0.025681139,0.160253359
6365,GEM,0.027603466,0.166142907
6366,GEMIN2,0.034173499,0.184860756
6367,GEMIN4,0.025011014,0.15814871
6368,GEMIN5,0.037698412,0.194160789
6369,GEMIN6,0.00967532,0.098363204
6370,GEMIN7,0.005584149,0.074727163
6371,GEMIN8,0.009019046,0.094968656
6372,GEMIN8P4,0.004417624,0.066465206
6373,GEN1,0.012881035,0.113494648
6374,GET4,0.020810558,0.14425865
6375,GFAP,0.022046799,0.148481646
6376,GFER,0.006866675,0.082865402
6377,GFI1,0.024265115,0.155772638
6378,GFI1B,0.007806766,0.088355905
6379,GFM1,0.007068964,0.084077131
6380,GFM2,0.001372989,0.03705386
6381,GFOD1,0.003006326,0.054829971
6382,GFOD2,0.009875099,0.099373534
6383,GFPT1,0.009201649,0.095925228
6384,GFPT2,0.005911752,0.07688792
6385,GFRA1,0.003324002,0.057654163
6386,GFRA2,0.005552542,0.074515378
6387,GFRA3,0.003353389,0.057908451
6388,GFRA4,0.006395625,0.079972653
6389,GFRAL,0.00319307,0.05650726
6390,GFY,0.003880929,0.062297107
6391,GGA1,0.004292253,0.065515288
6392,GGA2,0.006669902,0.081669466
6393,GGA3,0.00454302,0.067401925
6394,GGACT,0.003081382,0.055510197
6395,GGCT,0.002672461,0.051695851
6396,GGCX,0.003579198,0.059826398
6397,GGH,0.004652971,0.06821269
6398,GGN,0.003107774,0.055747416
6399,GGNBP1,0.00448538,0.06697298
6400,GGNBP2,0.006557641,0.080979263
6401,GGPS1,0.003407368,0.058372662
6402,GGT1,0.003296241,0.0574129
6403,GGT3P,0.006227856,0.078916764
6404,GGT5,0.007142862,0.084515454
6405,GGT6,0.035585968,0.188642434
6406,GGT7,0.005446112,0.073797776
6407,GGT8P,0.039264871,0.198153655
6408,GGTLC1,0.014983914,0.1224088
6409,GGTLC2,0.005117132,0.071534134
6410,GH1,0.004976627,0.070545215
6411,GH2,0.003156251,0.056180518
6412,GHDC,0.008695598,0.093250192
6413,GHITM,0.005447042,0.073804076
6414,GHR,0.007243221,0.085107113
6415,GHRH,0.009380487,0.096852912
6416,GHRHR,0.00775241,0.088047769
6417,GHRL,0.00437624,0.066153152
6418,GHRLOS,0.006912102,0.083139053
6419,GHSR,0.003761463,0.061330771
6420,GID4,0.015707589,0.125329919
6421,GID8,0.004065876,0.063764221
6422,GIGYF1,0.006058172,0.077834257
6423,GIGYF2,0.005021983,0.070865948
6424,GIMAP1,0.004681757,0.068423366
6425,GIMAP1-GIMAP5,0.002931109,0.054139714
6426,GIMAP2,0.007553095,0.086908545
6427,GIMAP4,0.014965992,0.12233557
6428,GIMAP5,0.005605491,0.074869824
6429,GIMAP6,0.044273166,0.210411897
6430,GIMAP7,0.007524204,0.08674217
6431,GIMAP8,0.006728033,0.082024588
6432,GIMD1,0.002362175,0.048602209
6433,GIN1,0.014103951,0.118760056
6434,GINM1,0.010402193,0.10199114
6435,GINS1,0.001487151,0.038563598
6436,GINS2,0.006643779,0.081509378
6437,GINS3,0.005017683,0.070835603
6438,GINS4,0.010170367,0.100848237
6439,GIP,0.036766926,0.191747037
6440,GIPC1,0.015124638,0.122982268
6441,GIPC2,0.005500145,0.07416296
6442,GIPC3,0.01147875,0.107138928
6443,GIPR,0.002382002,0.048805754
6444,GIT1,0.00538575,0.07338767
6445,GIT2,0.004738911,0.068839752
6446,GJA1,0.012071835,0.109871905
6447,GJA10,0.004853146,0.069664521
6448,GJA3,0.013660559,0.116878395
6449,GJA4,0.003795805,0.061610105
6450,GJA5,0.006539009,0.080864141
6451,GJA8,0.006216058,0.078841978
6452,GJA9,0.018149437,0.134719846
6453,GJA9-MYCBP,0.014691371,0.121207967
6454,GJB1,0.027808805,0.166759723
6455,GJB2,0.008163379,0.090351419
6456,GJB3,0.008199907,0.090553337
6457,GJB4,0.004844771,0.069604392
6458,GJB5,0.005575948,0.074672268
6459,GJB6,0.005116012,0.071526304
6460,GJB7,0.004821229,0.069435069
6461,GJC1,0.005860885,0.076556418
6462,GJC2,0.005085546,0.071313013
6463,GJC3,0.008813016,0.093877666
6464,GJD2,0.005955147,0.0771696
6465,GJD3,0.005329736,0.073005044
6466,GJD4,0.009452745,0.09722523
6467,GK,0.014269995,0.119457086
6468,GK2,0.016713148,0.12927934
6469,GK3P,0.01984344,0.140866746
6470,GK5,0.003516769,0.059302355
6471,GKAP1,0.003866152,0.062178389
6472,GKN1,0.010637875,0.103140073
6473,GKN2,0.003898391,0.062437093
6474,GLA,0.002843868,0.053327931
6475,GLB1,0.007073778,0.084105756
6476,GLB1L,0.004085337,0.06391664
6477,GLB1L2,0.011393057,0.106738264
6478,GLB1L3,0.013708864,0.117084857
6479,GLCCI1,0.028920013,0.17005885
6480,GLCE,0.004204068,0.064838782
6481,GLDC,0.006113227,0.078187126
6482,GLDN,0.010650486,0.103201191
6483,GLE1,0.004801547,0.069293194
6484,GLG1,0.002985092,0.054635998
6485,GLI1,0.008391258,0.091603809
6486,GLI2,0.005078851,0.071266057
6487,GLI3,0.010461922,0.102283535
6488,GLI4,0.002888069,0.05374076
6489,GLIDR,0.017264513,0.131394494
6490,GLIPR1,0.012719069,0.112778851
6491,GLIPR1L1,0.003513641,0.059275975
6492,GLIPR1L2,0.005380337,0.073350779
6493,GLIPR2,0.005680187,0.075367014
6494,GLIS1,0.004055223,0.06368063
6495,GLIS2,0.010989788,0.10483219
6496,GLIS3,0.028017125,0.167383168
6497,GLIS3-AS1,0.004606097,0.067868231
6498,GLMN,0.008933699,0.094518245
6499,GLO1,0.003048917,0.055217002
6500,GLOD4,0.005382804,0.073367598
6501,GLOD5,0.016976196,0.130292733
6502,GLP1R,0.013498893,0.116184735
6503,GLP2R,0.015250711,0.123493768
6504,GLRA1,0.015748319,0.125492308
6505,GLRA2,0.011962441,0.109372946
6506,GLRA3,0.002507747,0.050077408
6507,GLRA4,0.011319034,0.106390947
6508,GLRB,0.005359605,0.073209322
6509,GLRX,0.007314215,0.085523187
6510,GLRX2,0.008567472,0.092560638
6511,GLRX3,0.002865228,0.053527829
6512,GLRX5,0.023023156,0.151733833
6513,GLS,0.007333287,0.085634612
6514,GLS2,0.002755911,0.05249677
6515,GLT1D1,0.005658379,0.075222194
6516,GLT6D1,0.003738359,0.061142117
6517,GLT8D1,0.021410823,0.146324376
6518,GLT8D2,0.011258599,0.106106547
6519,GLTP,0.00711917,0.084375176
6520,GLTPD2,0.011303274,0.106316854
6521,GLUD1,0.012957196,0.11382968
6522,GLUD1P3,0.003292057,0.057376452
6523,GLUD2,0.024198396,0.155558337
6524,GLUL,0.002928102,0.054111935
6525,GLYAT,0.003612532,0.060104344
6526,GLYATL1,0.005361812,0.073224393
6527,GLYATL2,0.017460003,0.132136303
6528,GLYATL3,0.005294724,0.072764853
6529,GLYCAM1,0.003661036,0.060506493
6530,GLYCTK,0.006132451,0.078309971
6531,GLYR1,0.004766282,0.069038265
6532,GM2A,0.010563816,0.102780428
6533,GMCL1,0.002928343,0.054114162
6534,GMDS,0.00378214,0.06149911
6535,GMEB1,0.005882929,0.076700253
6536,GMEB2,0.005349409,0.073139657
6537,GMFB,0.005333168,0.073028543
6538,GMFG,0.016659472,0.129071575
6539,GMIP,0.014681208,0.121166036
6540,GML,0.019533864,0.1397636
6541,GMNC,0.0077983,0.088307982
6542,GMNN,0.005512289,0.074244793
6543,GMPPA,0.010322635,0.101600367
6544,GMPPB,0.048508657,0.220246809
6545,GMPR,0.004718322,0.068690045
6546,GMPR2,0.002865603,0.053531325
6547,GMPS,0.013667113,0.116906427
6548,GNA11,0.010067062,0.100334749
6549,GNA12,0.004078159,0.063860467
6550,GNA13,0.009993189,0.099965939
6551,GNA14,0.012494974,0.111780918
6552,GNA15,0.004650152,0.06819202
6553,GNAI1,0.00651144,0.080693496
6554,GNAI2,0.006269014,0.079177102
6555,GNAI3,0.01957641,0.139915726
6556,GNAL,0.005294524,0.072763483
6557,GNAO1,0.001684367,0.041041042
6558,GNAQ,0.005345417,0.073112359
6559,GNAS,0.003337968,0.057775147
6560,GNAS-AS1,0.00198653,0.044570502
6561,GNAT1,0.011409713,0.106816258
6562,GNAT2,0.00742411,0.086163274
6563,GNAT3,0.002065074,0.045443083
6564,GNAZ,0.007862974,0.088673413
6565,GNB1,0.002445946,0.04945651
6566,GNB1L,0.004439199,0.066627317
6567,GNB2,0.012657411,0.112505158
6568,GNB3,0.018779914,0.137039827
6569,GNB4,0.016666939,0.129100501
6570,GNB5,0.004266451,0.065318073
6571,GNE,0.00309866,0.055665606
6572,GNG10,0.009378427,0.096842278
6573,GNG11,0.002330872,0.048279102
6574,GNG12,0.00560741,0.074882642
6575,GNG12-AS1,0.005177679,0.071956088
6576,GNG13,0.002440143,0.049397804
6577,GNG2,0.00467607,0.068381799
6578,GNG3,0.003433831,0.058598897
6579,GNG4,0.007195304,0.084825139
6580,GNG5,0.016407512,0.12809181
6581,GNG7,0.003712979,0.060934215
6582,GNG8,0.003603469,0.060028902
6583,GNGT1,0.004177246,0.064631619
6584,GNGT2,0.002811017,0.053019028
6585,GNL1,0.004421307,0.066492907
6586,GNL2,0.003255668,0.057058459
6587,GNL3,0.00353914,0.05949067
6588,GNL3L,0.003627522,0.060228914
6589,GNLY,0.005669259,0.075294485
6590,GNMT,0.002157399,0.046447805
6591,GNPAT,0.002876226,0.053630461
6592,GNPDA1,0.004376431,0.066154597
6593,GNPDA2,0.009431647,0.097116666
6594,GNPNAT1,0.006359322,0.079745359
6595,GNPTAB,0.002779302,0.052719087
6596,GNPTG,0.002879361,0.05365968
6597,GNRH1,0.007428469,0.086188568
6598,GNRH2,0.00524635,0.072431695
6599,GNRHR,0.002509699,0.050096896
6600,GNRHR2,0.009764499,0.098815479
6601,GNS,0.004877891,0.069841898
6602,GOLGA1,0.00640119,0.080007436
6603,GOLGA2,0.008810223,0.093862789
6604,GOLGA2P2Y,0.0069236,0.083208174
6605,GOLGA2P3Y,0.002879252,0.053658662
6606,GOLGA2P5,0.014511686,0.120464459
6607,GOLGA2P7,0.026967574,0.16421807
6608,GOLGA2P9,0.01695252,0.130201842
6609,GOLGA3,0.015386098,0.124040712
6610,GOLGA4,0.047898877,0.21885812
6611,GOLGA5,0.012658927,0.112511895
6612,GOLGA6A,0.004269478,0.065341243
6613,GOLGA6B,0.012441891,0.111543225
6614,GOLGA6C,0.005508647,0.074220261
6615,GOLGA6D,0.003906363,0.062500907
6616,GOLGA6L1,0.002771912,0.052648953
6617,GOLGA6L10,0.005446431,0.073799936
6618,GOLGA6L17P,0.002959285,0.054399312
6619,GOLGA6L22,0.006990101,0.083606822
6620,GOLGA6L4,0.003146244,0.056091387
6621,GOLGA6L5P,0.004949446,0.070352298
6622,GOLGA6L6,0.003323802,0.057652426
6623,GOLGA6L9,0.004815344,0.069392682
6624,GOLGA7,0.012034874,0.109703572
6625,GOLGA7B,0.005777864,0.076012263
6626,GOLGA8A,0.003415441,0.058441773
6627,GOLGA8B,0.004561718,0.067540491
6628,GOLGA8CP,0.004392927,0.066279158
6629,GOLGA8DP,0.006450352,0.080314086
6630,GOLGA8EP,0.013670148,0.116919406
6631,GOLGA8F,0.005838816,0.076412147
6632,GOLGA8G,0.011334648,0.106464303
6633,GOLGA8H,0.044142124,0.210100272
6634,GOLGA8J,0.010455093,0.102250148
6635,GOLGA8K,0.01104579,0.105098952
6636,GOLGA8M,0.003113867,0.05580203
6637,GOLGA8N,0.003792249,0.06158124
6638,GOLGA8O,0.006227277,0.078913098
6639,GOLGA8R,0.006828702,0.082635962
6640,GOLGA8S,0.010215109,0.101069823
6641,GOLGA8T,0.012391861,0.111318737
6642,GOLGB1,0.00954251,0.097685774
6643,GOLIM4,0.019081033,0.138134112
6644,GOLM1,0.006592887,0.081196595
6645,GOLPH3,0.014086832,0.118687959
6646,GOLPH3L,0.006748348,0.082148327
6647,GOLT1A,0.011042425,0.105082943
6648,GOLT1B,0.003748296,0.06122333
6649,GON4L,0.004989268,0.070634748
6650,GOPC,0.011478676,0.107138585
6651,GORAB,0.01669348,0.129203252
6652,GORASP1,0.012269577,0.110768124
6653,GORASP2,0.014021321,0.118411658
6654,GOSR1,0.005788103,0.076079586
6655,GOSR2,0.01480819,0.121688907
6656,GOT1,0.008517021,0.092287709
6657,GOT1L1,0.005541905,0.07444397
6658,GOT2,0.004071712,0.063809965
6659,GP1BA,0.006086369,0.078015183
6660,GP1BB,0.003087479,0.055565084
6661,GP2,0.008116641,0.090092403
6662,GP5,0.005984769,0.077361289
6663,GP6,0.005401176,0.073492691
6664,GP9,0.005587335,0.074748481
6665,GPA33,0.003745393,0.061199617
6666,GPAA1,0.014725037,0.121346763
6667,GPALPP1,0.005512442,0.074245821
6668,GPAM,0.002512199,0.050121841
6669,GPANK1,0.00262458,0.051230658
6670,GPAT2,0.004527965,0.067290156
6671,GPATCH1,0.004182572,0.064672808
6672,GPATCH11,0.005110819,0.071489991
6673,GPATCH2,0.004589979,0.067749381
6674,GPATCH2L,0.005571777,0.074644334
6675,GPATCH3,0.003989876,0.063165464
6676,GPATCH4,0.023161328,0.152188462
6677,GPATCH8,0.007009114,0.083720452
6678,GPBAR1,0.00546351,0.073915559
6679,GPBP1,0.004809933,0.069353683
6680,GPBP1L1,0.003922293,0.062628209
6681,GPC1,0.002634442,0.051326817
6682,GPC2,0.003102045,0.055696009
6683,GPC3,0.005793448,0.076114706
6684,GPC4,0.002248708,0.04742054
6685,GPC5,0.003390223,0.058225625
6686,GPC5-AS1,0.004467542,0.066839672
6687,GPC5-AS2,0.006767652,0.082265738
6688,GPC6,0.004838038,0.069556007
6689,GPC6-AS1,0.003358966,0.057956583
6690,GPC6-AS2,0.003920496,0.062613861
6691,GPCPD1,0.004269678,0.065342773
6692,GPD1,0.002693466,0.051898609
6693,GPD1L,0.00692715,0.083229504
6694,GPD2,0.004967415,0.070479888
6695,GPER1,0.002471581,0.049714996
6696,GPHA2,0.003646282,0.06038445
6697,GPHB5,0.005235601,0.072357454
6698,GPHN,0.003960953,0.062936101
6699,GPI,0.002635212,0.051334321
6700,GPIHBP1,0.006252337,0.079071722
6701,GPKOW,0.004918279,0.070130444
6702,GPLD1,0.006652551,0.081563173
6703,GPM6A,0.006655007,0.081578227
6704,GPM6B,0.005707256,0.075546382
6705,GPN1,0.005863076,0.076570726
6706,GPN2,0.004651791,0.068204042
6707,GPN3,0.014691515,0.121208559
6708,GPNMB,0.003992266,0.06318438
6709,GPR1-AS,0.011873049,0.108963523
6710,GPR101,0.003457769,0.058802795
6711,GPR107,0.005853098,0.076505541
6712,GPR108,0.017445762,0.132082405
6713,GPR119,0.012158936,0.110267566
6714,GPR12,0.004143112,0.064367008
6715,GPR132,0.002518541,0.050185067
6716,GPR135,0.00519804,0.072097437
6717,GPR137,0.002896796,0.053821888
6718,GPR137B,0.006185137,0.078645641
6719,GPR137C,0.021612645,0.147012397
6720,GPR139,0.005779009,0.076019792
6721,GPR141,0.002614732,0.051134451
6722,GPR142,0.005870823,0.076621297
6723,GPR143,0.005937134,0.077052803
6724,GPR146,0.036354297,0.190668029
6725,GPR148,0.010435002,0.102151855
6726,GPR149,0.005440501,0.073759753
6727,GPR15,0.007714705,0.087833396
6728,GPR150,0.012741365,0.112877654
6729,GPR151,0.002668218,0.051654795
6730,GPR152,0.006338515,0.079614792
6731,GPR153,0.002120263,0.04604631
6732,GPR155,0.004065057,0.063757801
6733,GPR156,0.004428118,0.066544106
6734,GPR157,0.00279195,0.052838909
6735,GPR158,0.003210172,0.056658377
6736,GPR158-AS1,0.002384612,0.048832487
6737,GPR160,0.004701198,0.068565282
6738,GPR161,0.011368494,0.106623142
6739,GPR162,0.010003913,0.100019561
6740,GPR17,0.005795043,0.076125178
6741,GPR171,0.00540216,0.07349939
6742,GPR173,0.002615257,0.051139586
6743,GPR174,0.002381182,0.048797361
6744,GPR176,0.012341313,0.111091464
6745,GPR179,0.003969206,0.063001635
6746,GPR18,0.003952441,0.062868446
6747,GPR180,0.003612705,0.060105782
6748,GPR182,0.00839249,0.091610536
6749,GPR183,0.007799896,0.088317021
6750,GPR19,0.037149891,0.192743069
6751,GPR20,0.023224754,0.1523967
6752,GPR21,0.005035979,0.07096463
6753,GPR22,0.004104879,0.064069331
6754,GPR25,0.005259124,0.072519815
6755,GPR26,0.013813371,0.117530297
6756,GPR27,0.002183276,0.046725543
6757,GPR3,0.016397478,0.128052638
6758,GPR31,0.008077663,0.089875819
6759,GPR32,0.02347459,0.153214198
6760,GPR33,0.011451366,0.107011054
6761,GPR34,0.024030477,0.155017667
6762,GPR35,0.012349811,0.111129702
6763,GPR37,0.003778765,0.061471657
6764,GPR37L1,0.032004232,0.178897268
6765,GPR39,0.002923922,0.054073298
6766,GPR4,0.001326224,0.036417358
6767,GPR45,0.005259323,0.07252119
6768,GPR50,0.008285772,0.091026217
6769,GPR52,0.003999871,0.063244535
6770,GPR55,0.001619427,0.040242099
6771,GPR6,0.011025649,0.105003091
6772,GPR61,0.007224318,0.08499599
6773,GPR62,0.00563785,0.075085616
6774,GPR63,0.003625542,0.060212472
6775,GPR65,0.012078951,0.109904279
6776,GPR68,0.00348828,0.059061663
6777,GPR75,0.003323474,0.057649583
6778,GPR75-ASB3,0.006075343,0.077944484
6779,GPR78,0.004652909,0.068212235
6780,GPR82,0.00764337,0.087426369
6781,GPR83,0.004283734,0.06545024
6782,GPR84,0.003518467,0.059316666
6783,GPR85,0.006849457,0.082761449
6784,GPR87,0.004000593,0.063250242
6785,GPR88,0.011677537,0.108062652
6786,GPR89A,0.004408463,0.066396258
6787,GPR89B,0.002999883,0.054771185
6788,GPRASP1,0.004746787,0.068896931
6789,GPRASP2,0.004807149,0.069333605
6790,GPRC5A,0.010159669,0.100795181
6791,GPRC5B,0.007098013,0.084249708
6792,GPRC5C,0.007215077,0.084941607
6793,GPRC5D,0.007173388,0.084695855
6794,GPRC6A,0.007918385,0.088985311
6795,GPRIN1,0.041250157,0.203101347
6796,GPRIN2,0.005304951,0.072835092
6797,GPRIN3,0.015734833,0.125438565
6798,GPS1,0.002549,0.050487626
6799,GPS2,0.009160924,0.095712714
6800,GPSM1,0.00369528,0.060788811
6801,GPSM2,0.0132237,0.114994347
6802,GPSM3,0.012580025,0.112160711
6803,GPT,0.005327762,0.072991519
6804,GPT2,0.009065352,0.095212141
6805,GPX1,0.004160471,0.064501714
6806,GPX2,0.003878156,0.062274841
6807,GPX3,0.003497477,0.059139472
6808,GPX4,0.003319199,0.057612492
6809,GPX5,0.005569941,0.07463204
6810,GPX6,0.007999264,0.089438602
6811,GPX7,0.005044229,0.071022733
6812,GPX8,0.002942208,0.054242128
6813,GRAMD1A,0.008650181,0.093006347
6814,GRAMD1B,0.009318727,0.096533553
6815,GRAMD1C,0.006848409,0.082755115
6816,GRAMD4,0.144872405,0.380621079
6817,GRAP,0.008072188,0.089845354
6818,GRAP2,0.006355384,0.07972066
6819,GRAPL,0.00469336,0.0685081
6820,GRB10,0.004199899,0.064806627
6821,GRB14,0.022253803,0.149177088
6822,GRB2,0.006441968,0.08026187
6823,GRB7,0.003523852,0.059362038
6824,GREB1,0.005589479,0.074762818
6825,GREB1L,0.009064703,0.095208735
6826,GREM1,0.014501228,0.120421043
6827,GREM2,0.00331392,0.05756666
6828,GRHL1,0.004765486,0.069032499
6829,GRHL2,0.005288183,0.072719892
6830,GRHL3,0.006894895,0.083035502
6831,GRHPR,0.005084519,0.071305812
6832,GRIA1,0.00274593,0.052401622
6833,GRIA2,0.009450942,0.097215955
6834,GRIA3,0.010535854,0.102644307
6835,GRIA4,0.005371941,0.073293523
6836,GRID1,0.007942599,0.089121261
6837,GRID1-AS1,0.00557057,0.074636251
6838,GRID2,0.017532811,0.132411521
6839,GRID2IP,0.005817678,0.076273704
6840,GRIFIN,0.00293028,0.054132057
6841,GRIK1,0.003164917,0.056257599
6842,GRIK1-AS1,0.008402292,0.091664017
6843,GRIK1-AS2,0.016047884,0.126680244
6844,GRIK2,0.005592713,0.074784444
6845,GRIK3,0.003869146,0.062202459
6846,GRIK4,0.002703844,0.051998497
6847,GRIK5,0.008016627,0.089535618
6848,GRIN1,0.010762361,0.1037418
6849,GRIN2A,0.006758548,0.08221039
6850,GRIN2B,0.002418534,0.049178588
6851,GRIN2C,0.004831057,0.069505802
6852,GRIN2D,0.008529173,0.092353523
6853,GRIN3A,0.010088787,0.100442954
6854,GRIN3B,0.01986966,0.14095978
6855,GRINA,0.00627329,0.079204101
6856,GRIP1,0.013418934,0.115840122
6857,GRIP2,0.00424568,0.065158881
6858,GRIPAP1,0.007803356,0.088336605
6859,GRK1,0.004786838,0.069186979
6860,GRK4,0.01170133,0.108172686
6861,GRK5,0.01069094,0.103397
6862,GRK6,0.009177602,0.0957998
6863,GRK7,0.007465378,0.086402417
6864,GRM1,0.004191932,0.064745131
6865,GRM2,0.003786695,0.061536126
6866,GRM3,0.002307804,0.048039609
6867,GRM4,0.003999925,0.063244963
6868,GRM5,0.002066994,0.045464204
6869,GRM5-AS1,0.00738869,0.085957489
6870,GRM6,0.002607584,0.051064507
6871,GRM7,0.007441983,0.086266927
6872,GRM8,0.003135671,0.05599706
6873,GRN,0.004055853,0.063685583
6874,GRP,0.002541014,0.05040847
6875,GRPEL1,0.008514208,0.092272465
6876,GRPEL2,0.004813149,0.069376866
6877,GRPR,0.007490367,0.086546907
6878,GRSF1,0.009863707,0.099316198
6879,GRTP1,0.01352716,0.116306318
6880,GRTP1-AS1,0.001813334,0.042583259
6881,GRWD1,0.005940681,0.077075814
6882,GRXCR1,0.00319163,0.05649451
6883,GRXCR2,0.00327853,0.057258446
6884,GS1-24F4.2,0.011263106,0.106127782
6885,GS1-279B7.1,0.003556514,0.059636512
6886,GS1-600G8.3,0.006623393,0.081384231
6887,GSAP,0.007336832,0.085655312
6888,GSC,0.009836273,0.099177986
6889,GSC2,0.004887519,0.069910794
6890,GSDMA,0.010061731,0.100308178
6891,GSDMB,0.004202693,0.064828184
6892,GSDMC,0.018614137,0.136433637
6893,GSDMD,0.004546353,0.067426651
6894,GSE1,0.003692186,0.060763363
6895,GSG1,0.004988339,0.070628176
6896,GSG1L,0.017219619,0.131223546
6897,GSK3A,0.006520013,0.0807466
6898,GSK3B,0.011327914,0.106432674
6899,GSKIP,0.005957351,0.077183875
6900,GSN,0.002869537,0.053568058
6901,GSN-AS1,0.008264853,0.090911239
6902,GSPT1,0.003575627,0.059796546
6903,GSPT2,0.005026319,0.070896535
6904,GSR,0.008222744,0.090679348
6905,GSS,0.005448236,0.073812165
6906,GSTA1,0.004366997,0.066083255
6907,GSTA2,0.003325066,0.057663386
6908,GSTA3,0.00391668,0.062583388
6909,GSTA4,0.010709677,0.103487567
