,Unnamed: 0,Gene,variance,SD
3079,3079,CHRNG,0.053036717,0.230297019
7784,7784,IL1B,0.052983389,0.23018121
16413,16413,RAD17,0.05294942,0.23010741
11573,11573,MIR4288,0.052947871,0.230104043
10832,10832,MEMO1,0.052746235,0.229665485
12539,12539,MIR8081,0.052598425,0.229343466
10323,10323,LRRD1,0.0522078,0.228490262
5888,5888,FKRP,0.05218466,0.228439621
10407,10407,LY86,0.052159699,0.228384981
16466,16466,RANBP17,0.052056542,0.228159029
14584,14584,P2RY12,0.052015785,0.228069694
12641,12641,MLNR,0.051974528,0.227979228
12653,12653,MMD2,0.051848017,0.227701596
9633,9633,LOC100130872,0.05169827,0.227372535
2956,2956,CFHR1,0.05160136,0.227159326
1620,1620,BMPER,0.051574438,0.227100063
8965,8965,LIMD1,0.051476195,0.226883659
8251,8251,KCNN1,0.051183694,0.226238135
2130,2130,CACNA1C-IT3,0.051068387,0.225983157
8427,8427,KIR3DS1,0.0509513,0.225723946
6247,6247,GALNT7,0.050813046,0.225417492
2671,2671,CD9,0.050783971,0.225352993
7914,7914,INTS5,0.050669993,0.225099963
5284,5284,EXOSC10,0.050559926,0.224855344
7306,7306,HMGXB3,0.050438045,0.22458416
13841,13841,NSMF,0.050338189,0.224361737
7199,7199,HHEX,0.050112344,0.223857866
4693,4693,DTX4,0.050001478,0.223610103
13826,13826,NRXN1,0.049812794,0.223187799
3244,3244,CLN3,0.049725292,0.222991685
4360,4360,DIO3,0.049372268,0.222198713
11390,11390,MIR338,0.049336112,0.222117338
9018,9018,LINC00239,0.049188353,0.221784474
7201,7201,HHIP-AS1,0.048983965,0.221323213
13114,13114,MYL6,0.048976905,0.221307263
12956,12956,MTA2,0.048850339,0.221021127
7320,7320,HNF4A,0.048785129,0.220873559
11421,11421,MIR3650,0.048655845,0.220580699
12922,12922,MSN,0.048576949,0.220401791
6544,6544,GMPPB,0.048508657,0.220246809
7192,7192,HGD,0.048462149,0.220141203
7221,7221,HIGD2B,0.048386624,0.219969599
7307,7307,HMGXB4,0.048284142,0.219736529
10530,10530,MAL,0.048091521,0.219297792
14737,14737,PAX7,0.048086893,0.219287238
12895,12895,MS4A6A,0.048032411,0.219162977
6610,6610,GOLGA4,0.047898877,0.21885812
12236,12236,MIR6504,0.047845708,0.218736618
15846,15846,PRH1,0.047798928,0.218629659
3752,3752,CT47A11,0.04770033,0.218404053
2062,2062,C8orf33,0.047678818,0.218354799
10270,10270,LRRC3,0.047655773,0.218302022
3148,3148,CLASRP,0.047435524,0.21779698
14582,14582,P2RY10,0.047431575,0.217787913
5598,5598,FAM95C,0.047397024,0.217708577
1966,1966,C2CD5,0.047379652,0.217668674
8056,8056,ITLN1,0.047169609,0.217185656
5097,5097,EPB41L2,0.047164708,0.217174372
6167,6167,G6PD,0.047075006,0.216967754
8146,8146,KAT6B,0.046875529,0.216507572
11890,11890,MIR4794,0.046797537,0.216327384
9442,9442,LINC01185,0.046742863,0.216200978
7194,7194,HGFAC,0.046741219,0.216197177
6161,6161,G0S2,0.046648332,0.215982249
12658,12658,MMP10,0.046614587,0.215904115
7203,7203,HHIPL2,0.046553668,0.215762989
8595,8595,KRT27,0.04644843,0.215518979
6253,6253,GALR1,0.046285967,0.215141737
9823,9823,LOC101927421,0.046195491,0.214931364
1233,1233,ATG101,0.046047929,0.214587812
13988,13988,OACYLP,0.046028054,0.214541497
1758,1758,BUD13,0.046013759,0.21450818
8967,8967,LIMD2,0.045994902,0.21446422
10390,10390,LUZP1,0.045884655,0.214207039
10259,10259,LRRC19,0.045799741,0.214008741
1649,1649,BOP1,0.045777743,0.21395734
8291,8291,KCTD5,0.045764437,0.213926241
12113,12113,MIR5691,0.045468727,0.213233973
10758,10758,MDH2,0.045242196,0.212702131
746,746,ANKRD53,0.04523614,0.212687893
6346,6346,GDF10,0.045211299,0.212629487
1641,1641,BOK,0.045024178,0.212189015
8977,8977,LIN37,0.044991606,0.212112248
7311,7311,HMOX1,0.044914024,0.211929291
11527,11527,MIR3977,0.04488141,0.211852332
5996,5996,FOXD4L1,0.044843246,0.211762238
7186,7186,HEY1,0.044787616,0.211630848
16372,16372,RAB40B,0.044714072,0.211457022
13948,13948,NUP88,0.044498478,0.210946623
12670,12670,MMP23A,0.044426947,0.210777007
7317,7317,HNF1A,0.044327113,0.21054005
3031,3031,CHMP1B,0.044314017,0.210508947
6429,6429,GIMAP6,0.044273166,0.210411897
7364,7364,HOTAIRM1,0.044178694,0.210187283
6633,6633,GOLGA8H,0.044142124,0.210100272
8904,8904,LGALS3,0.044105902,0.210014053
16118,16118,PSMG3,0.044094723,0.209987435
7060,7060,HAX1,0.043983483,0.209722394
13425,13425,NEGR1-IT1,0.043922537,0.209577044
2296,2296,CASR,0.043903549,0.209531736
11494,11494,MIR3911,0.04370991,0.209069152
365,365,ADPGK-AS1,0.043703012,0.209052654
