,Gene,variance,SD
16814,RHOA,0.020376232,0.142745339
16815,RHOB,0.044757564,0.211559835
16816,RHOBTB1,0.024550479,0.156685924
16817,RHOBTB2,0.022532709,0.150108989
16818,RHOBTB3,0.046719458,0.216146844
16819,RHOC,0.0251421,0.158562606
16820,RHOD,0.011997453,0.109532887
16821,RHOF,0.055141802,0.234822917
16822,RHOG,0.02828816,0.168190845
16823,RHOH,0.041504735,0.203727108
16824,RHOJ,0.050037041,0.223689608
16825,RHOQ,0.028911197,0.170032929
16826,RHOT1,0.045644376,0.213645445
16827,RHOT2,0.024448321,0.156359588
16828,RHOU,0.060471746,0.245910037
16829,RHOV,0.025669913,0.160218329
16830,RHOXF1,0.011279196,0.10620356
16831,RHOXF2,0.071388079,0.267185477
16832,RHOXF2B,0.02695958,0.164193726
16833,RHPN1,0.052631283,0.229415089
16834,RHPN1-AS1,0.022327464,0.149423775
16835,RHPN2,0.051006326,0.225845801
16836,RIBC1,0.043866812,0.209444056
16837,RIBC2,0.075408104,0.27460536
16838,RIC3,0.075866509,0.275438757
16839,RIC8A,0.015671324,0.125185157
16840,RIC8B,0.035722558,0.189004121
16841,RICTOR,0.048823362,0.220960092
16842,RIF1,0.049153003,0.221704765
16843,RIIAD1,0.065481327,0.255893195
16844,RILP,0.029895713,0.172903768
16845,RILPL1,0.028850022,0.169852943
16846,RILPL2,0.042132579,0.20526222
16847,RIMBP2,0.018975661,0.137752173
16848,RIMBP3,0.04229872,0.205666526
16849,RIMBP3B,0.045489471,0.213282608
16850,RIMBP3C,0.035983174,0.189692315
16851,RIMKLA,0.242903263,0.492852172
16852,RIMKLB,0.018342232,0.135433496
16853,RIMS1,0.023723807,0.154025347
16854,RIMS2,0.045144972,0.212473462
16855,RIMS3,0.044738423,0.211514594
16856,RIMS4,0.053332017,0.230937258
16857,RIN1,0.03486293,0.186716176
16858,RIN2,0.036454933,0.190931749
16859,RIN3,0.044165269,0.210155344
16860,RING1,0.043504148,0.208576479
16861,RINL,0.043398957,0.208324163
16862,RINT1,0.022170447,0.148897438
16863,RIOK1,0.042345945,0.205781305
16864,RIOK2,0.022338519,0.14946076
16865,RIOK3,0.052004569,0.228045102
16866,RIPK1,0.072620499,0.269481909
16867,RIPK2,0.030969392,0.175981225
16868,RIPK3,0.043805414,0.209297429
16869,RIPK4,0.028116012,0.167678299
16870,RIPPLY1,0.032577292,0.180491807
16871,RIPPLY2,0.049706814,0.222950251
16872,RIPPLY3,0.047175324,0.217198813
16873,RIT1,0.019868018,0.140953957
16874,RIT2,0.041801644,0.204454504
16875,RITA1,0.029580936,0.171991094
16876,RLBP1,0.047476019,0.217889923
16877,RLF,0.026505185,0.16280413
16878,RLIM,0.01845875,0.135862983
16879,RLN1,0.055694915,0.235997701
16880,RLN2,0.009283582,0.096351348
16881,RLN3,0.032412926,0.180035901
16882,RMDN1,0.046551066,0.21575696
16883,RMDN2,0.011927773,0.109214342
16884,RMDN2-AS1,0.042467708,0.206076947
16885,RMDN3,0.02951044,0.171786031
16886,RMI1,0.031729516,0.178127808
16887,RMI2,0.02714831,0.164767441
16888,RMND1,0.021396987,0.146277091
16889,RMND5A,0.046375245,0.215349123
16890,RMND5B,0.05262956,0.229411335
16891,RMRP,0.055905392,0.236443212
16892,RMST,0.025945702,0.161076696
16893,RNASE1,0.034759157,0.186438077
16894,RNASE10,0.031293169,0.176898755
16895,RNASE11,0.027958491,0.167207927
16896,RNASE12,0.008243324,0.090792753
16897,RNASE13,0.019335372,0.139051687
16898,RNASE2,0.025900755,0.160937116
16899,RNASE3,0.018854552,0.13731188
16900,RNASE4,0.01954084,0.139788555
16901,RNASE6,0.026845717,0.163846627
16902,RNASE7,0.037429754,0.193467708
16903,RNASE8,0.05803718,0.240909071
16904,RNASE9,0.060543386,0.246055657
16905,RNASEH1,0.044890488,0.211873754
16906,RNASEH1-AS1,0.039126959,0.197805357
16907,RNASEH2A,0.056246517,0.237163481
16908,RNASEH2B,0.036022887,0.189796963
16909,RNASEH2B-AS1,0.040674432,0.201679032
16910,RNASEH2C,0.034847021,0.186673569
16911,RNASEK,0.036518195,0.191097344
16912,RNASEK-C17orf49,0.055486004,0.235554673
16913,RNASEL,0.035067452,0.187263056
16914,RNASET2,0.051053732,0.22595073
16915,RND1,0.044989805,0.212108003
16916,RND2,0.05672351,0.23816698
16917,RND3,0.036655212,0.19145551
16918,RNF10,0.028537803,0.168931356
16919,RNF103,0.044471906,0.210883632
16920,RNF103-CHMP3,0.034542855,0.185857081
16921,RNF11,0.039691216,0.199226544
16922,RNF111,0.021105863,0.145278572
16923,RNF112,0.046336754,0.215259735
16924,RNF113A,0.031919795,0.178661116
16925,RNF113B,0.045683711,0.213737482
16926,RNF114,0.01505034,0.122679826
16927,RNF115,0.04476942,0.211587855
16928,RNF121,0.036674151,0.191504963
16929,RNF122,0.043389732,0.20830202
16930,RNF123,0.052782157,0.229743677
16931,RNF125,0.045691167,0.213754922
16932,RNF126,0.048191223,0.219524994
16933,RNF126P1,0.050195478,0.224043474
16934,RNF128,0.042252474,0.205554067
16935,RNF13,0.048399825,0.219999603
16936,RNF130,0.037737847,0.194262316
16937,RNF133,0.030568844,0.174839481
16938,RNF135,0.034786121,0.186510377
16939,RNF138,0.036726558,0.191641743
16940,RNF138P1,0.078449178,0.280087803
16941,RNF139,0.037912859,0.194712246
16942,RNF139-AS1,0.052714324,0.229596001
16943,RNF14,0.039228747,0.198062482
16944,RNF141,0.0467958,0.216323369
16945,RNF144A,0.047369075,0.217644377
16946,RNF144B,0.169087168,0.411202101
16947,RNF145,0.036976207,0.192291983
16948,RNF146,0.039958616,0.199896513
16949,RNF148,0.023108698,0.152015453
16950,RNF149,0.122853227,0.350504246
16951,RNF150,0.065722697,0.256364383
16952,RNF151,0.023940317,0.154726588
16953,RNF152,0.031294953,0.176903796
16954,RNF157,0.053166134,0.230577826
16955,RNF157-AS1,0.025864926,0.160825763
16956,RNF165,0.037651379,0.194039631
16957,RNF166,0.036781234,0.191784342
16958,RNF167,0.036300378,0.190526581
16959,RNF168,0.031250803,0.176778966
16960,RNF169,0.057872396,0.240566823
16961,RNF17,0.071202854,0.26683863
16962,RNF170,0.029055128,0.170455649
16963,RNF175,0.020031203,0.141531632
16964,RNF180,0.07005675,0.264682357
16965,RNF181,0.07005675,0.264682357
16966,RNF182,0.024679213,0.157096189
16967,RNF183,0.037584487,0.19386719
16968,RNF185,0.067952155,0.260676342
16969,RNF186,0.10393158,0.322384211
16970,RNF187,0.063682111,0.252353146
16971,RNF19A,0.036607474,0.191330798
16972,RNF19B,0.041143218,0.202837909
16973,RNF2,0.02604383,0.161381008
16974,RNF20,0.047357282,0.217617283
16975,RNF207,0.072987108,0.270161262
16976,RNF208,0.050914583,0.225642601
16977,RNF212,0.028871624,0.16991652
16978,RNF213,0.063618653,0.252227383
16979,RNF214,0.043199629,0.207845205
16980,RNF215,0.182723154,0.42746129
16981,RNF216,0.115240224,0.339470505
16982,RNF216-IT1,0.095863806,0.309618807
16983,RNF216P1,0.028930483,0.170089632
16984,RNF217,0.049016638,0.221397014
16985,RNF220,0.021288516,0.145905846
16986,RNF222,0.034803788,0.186557733
16987,RNF223,0.016183461,0.127214235
16988,RNF224,0.037521183,0.193703854
16989,RNF24,0.017729632,0.133152663
16990,RNF25,0.045206314,0.212617764
16991,RNF26,0.047589826,0.218150926
16992,RNF31,0.026801317,0.163711079
16993,RNF32,0.017448161,0.132091485
16994,RNF34,0.035220408,0.187671009
16995,RNF38,0.030512977,0.17467964
16996,RNF39,0.054988056,0.234495322
16997,RNF4,0.045362981,0.21298587
16998,RNF40,0.045647694,0.21365321
16999,RNF41,0.034185804,0.184894034
17000,RNF43,0.020283907,0.142421582
17001,RNF44,0.019791709,0.140683008
17002,RNF5,0.030262301,0.173960629
17003,RNF5P1,0.015910983,0.126138744
17004,RNF6,0.024753991,0.157334012
17005,RNF7,0.041464993,0.203629548
17006,RNF8,0.030809599,0.175526632
17007,RNFT1,0.029526238,0.171832006
17008,RNFT2,0.034306412,0.185219903
17009,RNGTT,0.060955155,0.246890978
17010,RNH1,0.018983113,0.137779217
17011,RNLS,0.045212295,0.212631829
17012,RNMT,0.041426225,0.203534333
17013,RNPC3,0.032608768,0.180578979
17014,RNPEP,0.008239059,0.090769262
17015,RNPEPL1,0.032773029,0.181033225
17016,RNPS1,0.037934082,0.194766737
17017,RNU11,0.030811588,0.175532299
17018,RNU12,0.057219108,0.239205159
17019,RNU4ATAC,0.054866231,0.234235418
17020,RNU5D-1,0.044262615,0.210386823
17021,RNU5E-1,0.083324674,0.288660136
17022,RNU5F-1,0.022478891,0.149929622
17023,RNU6ATAC,0.026494997,0.16277284
17024,RNVU1-19,0.080298679,0.283370215
17025,RNY4,0.126949689,0.356299998
17026,RNY5,0.039930671,0.199826602
17027,ROBO1,0.039376426,0.198434942
17028,ROBO2,0.044406741,0.210729071
17029,ROBO3,0.047720321,0.218449812
17030,ROBO4,0.037436041,0.193483956
17031,ROCK1,0.052895192,0.229989548
17032,ROCK1P1,0.027592926,0.166111185
17033,ROCK2,0.128161986,0.357997188
17034,ROGDI,0.041140951,0.202832321
17035,ROM1,0.04201424,0.204973754
17036,ROMO1,0.0732548,0.27065624
17037,ROPN1,0.025247365,0.158894196
17038,ROPN1B,0.026333241,0.1622752
17039,ROPN1L,0.042666103,0.206557748
17040,ROPN1L-AS1,0.035695344,0.188932114
17041,ROR1,0.040155675,0.20038881
17042,ROR1-AS1,0.05322397,0.230703208
17043,ROR2,0.180707214,0.425096711
17044,RORA,0.057435582,0.239657217
17045,RORB,0.024168983,0.155463768
17046,RORC,0.010930282,0.104547989
17047,ROS1,0.055497615,0.235579318
17048,RP1,0.039740381,0.199349895
17049,RP1L1,0.008228113,0.090708945
17050,RP2,0.033993054,0.184372053
17051,RP9,0.042444226,0.206019965
17052,RP9P,0.026171041,0.161774662
17053,RPA1,0.039430938,0.198572249
17054,RPA2,0.046775992,0.216277581
17055,RPA3,0.057385329,0.239552352
17056,RPA4,0.041938002,0.204787699
17057,RPAIN,0.094719901,0.307765985
17058,RPAP1,0.058695396,0.242271328
17059,RPAP2,0.059881999,0.244707987
17060,RPAP3,0.028131912,0.167725705
17061,RPE,0.031011417,0.176100587
17062,RPE65,0.179232992,0.423359176
17063,RPEL1,0.039954714,0.199886754
17064,RPF1,0.027299437,0.165225413
17065,RPF2,0.043192232,0.207827409
17066,RPGR,0.020706256,0.143896686
17067,RPGRIP1,0.068746112,0.262194798
17068,RPGRIP1L,0.041151856,0.202859202
17069,RPH3A,0.024626275,0.156927609
17070,RPH3AL,0.11034116,0.332176399
17071,RPIA,0.036270253,0.190447508
17072,RPL10,0.060929111,0.246838228
17073,RPL10A,0.024143354,0.155381317
17074,RPL10L,0.053091797,0.230416573
17075,RPL11,0.033824069,0.18391321
17076,RPL12,0.025912745,0.160974363
17077,RPL13,0.040440615,0.201098522
17078,RPL13A,0.051209964,0.226296187
17079,RPL13AP17,0.043884905,0.209487244
17080,RPL13AP20,0.029871765,0.172834501
17081,RPL13AP3,0.049769576,0.22309096
17082,RPL13AP5,0.046801603,0.216336782
17083,RPL13AP6,0.037483188,0.193605754
17084,RPL13P5,0.044959343,0.212036182
17085,RPL14,0.044002499,0.209767726
17086,RPL15,0.053718904,0.231773389
17087,RPL17,0.061016925,0.247016043
17088,RPL17-C18orf32,0.048811938,0.220934238
17089,RPL18,0.044715767,0.211461029
17090,RPL18A,0.173364735,0.416370911
17091,RPL19,0.050217768,0.224093213
17092,RPL19P12,0.043669484,0.208972448
17093,RPL21,0.051012697,0.225859906
17094,RPL21P28,0.077569563,0.278513129
17095,RPL21P44,0.062728003,0.250455591
17096,RPL22,0.046801722,0.216337056
17097,RPL22L1,0.056998282,0.238743131
17098,RPL23,0.03669663,0.191563644
17099,RPL23A,0.051479211,0.226890307
17100,RPL23AP32,0.043119522,0.207652406
17101,RPL23AP53,0.022493708,0.149979025
17102,RPL23AP64,0.03166578,0.177948812
17103,RPL23AP7,0.054470281,0.23338869
17104,RPL23AP82,0.038034323,0.195023904
17105,RPL23P8,0.017164924,0.131014977
17106,RPL24,0.05042579,0.224556874
17107,RPL26,0.017410602,0.131949242
17108,RPL26L1,0.043994824,0.209749432
17109,RPL27,0.0655601,0.256047066
17110,RPL27A,0.061139225,0.247263473
17111,RPL28,0.023203546,0.152327103
17112,RPL29,0.045006317,0.212146923
17113,RPL29P2,0.014536986,0.120569424
17114,RPL3,0.007828566,0.088479182
17115,RPL30,0.014719323,0.121323216
17116,RPL31,0.040579127,0.201442614
17117,RPL31P11,0.014091125,0.118706043
17118,RPL32,0.043063684,0.207517913
17119,RPL32P3,0.028010065,0.167362078
17120,RPL34,0.217319323,0.466175206
17121,RPL35,0.036792431,0.191813531
17122,RPL35A,0.016605783,0.128863428
17123,RPL36,0.046288193,0.215146911
17124,RPL36A,0.056581285,0.237868209
17125,RPL36A-HNRNPH2,0.03361937,0.183355856
17126,RPL36AL,0.053896515,0.232156231
17127,RPL37,0.045725941,0.213836249
17128,RPL37A,0.03941477,0.198531535
17129,RPL38,0.072617484,0.269476314
17130,RPL39,0.013458667,0.116011495
17131,RPL39L,0.018167766,0.134787857
17132,RPL3L,0.197374969,0.444269028
17133,RPL4,0.034335476,0.185298344
17134,RPL41,0.02343847,0.153096276
17135,RPL5,,
17136,RPL6,,
17137,RPL7,,
17138,RPL7A,,
17139,RPL7L1,,
17140,RPL8,,
17141,RPL9,,
17142,RPLP0,,
17143,RPLP0P2,,
17144,RPLP1,,
17145,RPLP2,,
17146,RPN1,,
17147,RPN2,,
17148,RPP14,,
17149,RPP21,,
17150,RPP25,,
17151,RPP25L,,
17152,RPP30,,
17153,RPP38,,
17154,RPP40,,
17155,RPPH1,,
17156,RPRD1A,,
17157,RPRD1B,,
17158,RPRD2,,
17159,RPRM,,
17160,RPRML,,
17161,RPS10,,
17162,RPS10-NUDT3,,
17163,RPS10P7,,
17164,RPS11,,
17165,RPS12,,
17166,RPS13,,
17167,RPS14,,
17168,RPS14P3,,
17169,RPS15,,
17170,RPS15A,,
17171,RPS15AP10,,
17172,RPS16,,
17173,RPS16P5,,
17174,RPS17,,
17175,RPS18,,
17176,RPS18P9,,
17177,RPS19,,
17178,RPS19BP1,,
17179,RPS2,,
17180,RPS20,,
17181,RPS21,,
17182,RPS23,,
17183,RPS24,,
17184,RPS25,,
17185,RPS26,,
17186,RPS26P11,,
17187,RPS27,,
17188,RPS27A,,
17189,RPS27L,,
17190,RPS28,,
17191,RPS29,,
17192,RPS2P32,,
17193,RPS3,,
17194,RPS3A,,
17195,RPS4X,,
17196,RPS4Y1,,
17197,RPS4Y2,,
17198,RPS5,,
17199,RPS6,,
17200,RPS6KA1,,
17201,RPS6KA2,,
17202,RPS6KA2-AS1,,
17203,RPS6KA2-IT1,,
17204,RPS6KA3,,
17205,RPS6KA4,,
17206,RPS6KA5,,
17207,RPS6KA6,,
17208,RPS6KB1,,
17209,RPS6KB2,,
17210,RPS6KC1,,
17211,RPS6KL1,,
17212,RPS7,,
17213,RPS7P5,,
17214,RPS8,,
17215,RPS9,,
17216,RPSA,,
17217,RPSAP52,,
17218,RPSAP58,,
17219,RPSAP9,,
17220,RPTN,,
17221,RPTOR,,
17222,RPUSD1,,
17223,RPUSD2,,
17224,RPUSD3,,
17225,RPUSD4,,
17226,RRAD,,
17227,RRAGA,,
17228,RRAGB,,
17229,RRAGC,,
17230,RRAGD,,
17231,RRAS,,
17232,RRAS2,,
17233,RRBP1,,
17234,RREB1,,
17235,RRH,,
17236,RRM1,,
17237,RRM2,,
17238,RRM2B,,
17239,RRN3,,
17240,RRN3P1,,
17241,RRN3P2,,
17242,RRN3P3,,
17243,RRP1,,
17244,RRP12,,
17245,RRP15,,
17246,RRP1B,,
17247,RRP36,,
17248,RRP7A,,
17249,RRP8,,
17250,RRP9,,
17251,RRS1,,
17252,RS1,,
17253,RSAD1,,
17254,RSAD2,,
17255,RSBN1,,
17256,RSBN1L,,
17257,RSC1A1,,
17258,RSF1,,
17259,RSL1D1,,
17260,RSL24D1,,
17261,RSPH1,,
17262,RSPH10B,,
17263,RSPH10B2,,
17264,RSPH3,,
17265,RSPH4A,,
17266,RSPH6A,,
17267,RSPH9,,
17268,RSPO1,,
17269,RSPO2,,
17270,RSPO3,,
17271,RSPO4,,
17272,RSPRY1,,
17273,RSRC1,,
17274,RSRC2,,
17275,RSRP1,,
17276,RSU1,,
17277,RSU1P2,,
17278,RTBDN,,
17279,RTCA,,
17280,RTCA-AS1,,
17281,RTCB,,
17282,RTEL1,,
17283,RTEL1-TNFRSF6B,,
17284,RTF1,,
17285,RTKN,,
17286,RTKN2,,
17287,RTL1,,
17288,RTN1,,
17289,RTN2,,
17290,RTN3,,
17291,RTN4,,
17292,RTN4IP1,,
17293,RTN4R,,
17294,RTN4RL1,,
17295,RTN4RL2,,
17296,RTP1,,
17297,RTP2,,
17298,RTP3,,
17299,RTP4,,
17300,RTP5,,
17301,RTTN,,
17302,RUFY1,,
17303,RUFY2,,
17304,RUFY3,,
17305,RUFY4,,
17306,RUNDC1,,
17307,RUNDC3A,,
17308,RUNDC3B,,
17309,RUNX1,,
17310,RUNX1-IT1,,
17311,RUNX1T1,,
17312,RUNX2,,
17313,RUNX3,,
17314,RUSC1,,
17315,RUSC1-AS1,,
17316,RUSC2,,
17317,RUVBL1,,
17318,RUVBL2,,
17319,RWDD1,,
17320,RWDD2A,,
17321,RWDD2B,,
17322,RWDD3,,
17323,RWDD4,,
17324,RXFP1,,
17325,RXFP2,,
17326,RXFP3,,
17327,RXFP4,,
17328,RXRA,,
17329,RXRB,,
17330,RXRG,,
17331,RYBP,,
17332,RYK,,
17333,RYR1,,
17334,RYR2,,
17335,RYR3,,
17336,S100A1,,
17337,S100A10,,
17338,S100A11,,
17339,S100A12,,
17340,S100A13,,
17341,S100A14,,
17342,S100A16,,
17343,S100A2,,
17344,S100A3,,
17345,S100A4,,
17346,S100A5,,
17347,S100A6,,
17348,S100A7,,
17349,S100A7A,,
17350,S100A8,,
17351,S100A9,,
17352,S100B,,
17353,S100G,,
17354,S100P,,
17355,S100PBP,,
17356,S100Z,,
17357,S1PR1,,
17358,S1PR2,,
17359,S1PR3,,
17360,S1PR4,,
17361,S1PR5,,
17362,SAA1,,
17363,SAA2,,
17364,SAA2-SAA4,,
17365,SAA3P,,
17366,SAA4,,
17367,SAAL1,,
17368,SAC3D1,,
17369,SACM1L,,
17370,SACS,,
17371,SACS-AS1,,
17372,SAE1,,
17373,SAFB,,
17374,SAFB2,,
17375,SAG,,
17376,SAGE1,,
17377,SALL1,,
17378,SALL2,,
17379,SALL3,,
17380,SALL4,,
17381,SAMD1,,
17382,SAMD10,,
17383,SAMD11,,
17384,SAMD12,,
17385,SAMD12-AS1,,
17386,SAMD13,,
17387,SAMD14,,
17388,SAMD15,,
17389,SAMD3,,
17390,SAMD4A,,
17391,SAMD4B,,
17392,SAMD5,,
17393,SAMD7,,
17394,SAMD8,,
17395,SAMD9,,
17396,SAMD9L,,
17397,SAMHD1,,
17398,SAMM50,,
17399,SAMSN1,,
17400,SAMSN1-AS1,,
17401,SAP130,,
17402,SAP18,,
17403,SAP25,,
17404,SAP30,,
17405,SAP30BP,,
17406,SAP30L,,
17407,SAP30L-AS1,,
17408,SAPCD1,,
17409,SAPCD2,,
17410,SAR1A,,
17411,SAR1B,,
17412,SARDH,,
17413,SARM1,,
17414,SARNP,,
17415,SARS2,,
17416,SART1,,
17417,SART3,,
17418,SASH1,,
17419,SASH3,,
17420,SASS6,,
17421,SAT1,,
17422,SAT2,,
17423,SATB1,,
17424,SATB2,,
17425,SATB2-AS1,,
17426,SATL1,,
17427,SAV1,,
17428,SAYSD1,,
17429,SBDS,,
17430,SBDSP1,,
17431,SBF1,,
17432,SBF1P1,,
17433,SBF2,,
17434,SBF2-AS1,,
17435,SBK1,,
17436,SBK2,,
17437,SBK3,,
17438,SBNO1,,
17439,SBNO2,,
17440,SBSN,,
17441,SBSPON,,
17442,SC5D,,
17443,SCAF1,,
17444,SCAF11,,
17445,SCAF4,,
17446,SCAF8,,
17447,SCAI,,
17448,SCAMP1,,
17449,SCAMP1-AS1,,
17450,SCAMP2,,
17451,SCAMP3,,
17452,SCAMP4,,
17453,SCAMP5,,
17454,SCAND1,,
17455,SCAND2P,,
17456,SCAP,,
17457,SCAPER,,
17458,SCARA3,,
17459,SCARA5,,
17460,SCARB1,,
17461,SCARB2,,
17462,SCARF1,,
17463,SCARF2,,
17464,SCARNA1,,
17465,SCARNA10,,
17466,SCARNA11,,
17467,SCARNA12,,
17468,SCARNA13,,
17469,SCARNA14,,
17470,SCARNA15,,
17471,SCARNA16,,
17472,SCARNA17,,
17473,SCARNA18,,
17474,SCARNA2,,
17475,SCARNA20,,
17476,SCARNA21,,
17477,SCARNA22,,
17478,SCARNA23,,
17479,SCARNA27,,
17480,SCARNA3,,
17481,SCARNA4,,
17482,SCARNA5,,
17483,SCARNA6,,
17484,SCARNA7,,
17485,SCARNA8,,
17486,SCARNA9,,
17487,SCARNA9L,,
17488,SCART1,,
17489,SCCPDH,,
17490,SCD,,
17491,SCD5,,
17492,SCEL,,
17493,SCFD1,,
17494,SCFD2,,
17495,SCG2,,
17496,SCG3,,
17497,SCG5,,
17498,SCGB1A1,,
17499,SCGB1B2P,,
17500,SCGB1C1,,
17501,SCGB1D1,,
17502,SCGB1D2,,
17503,SCGB1D4,,
17504,SCGB2A1,,
17505,SCGB2A2,,
17506,SCGB2B2,,
17507,SCGB2B3P,,
17508,SCGB3A1,,
17509,SCGB3A2,,
17510,SCGN,,
17511,SCHIP1,,
17512,SCHLAP1,,
17513,SCIMP,,
17514,SCIN,,
17515,SCLT1,,
17516,SCLY,,
17517,SCMH1,,
17518,SCML1,,
17519,SCML2,,
17520,SCML4,,
17521,SCN10A,,
17522,SCN11A,,
17523,SCN1A,,
17524,SCN1B,,
17525,SCN2A,,
17526,SCN2B,,
17527,SCN3A,,
17528,SCN3B,,
17529,SCN4A,,
17530,SCN4B,,
17531,SCN5A,,
17532,SCN7A,,
17533,SCN8A,,
17534,SCN9A,,
17535,SCNM1,,
17536,SCNN1A,,
17537,SCNN1B,,
17538,SCNN1D,,
17539,SCNN1G,,
17540,SCO1,,
17541,SCO2,,
17542,SCOC,,
17543,SCOC-AS1,,
17544,SCP2,,
17545,SCP2D1,,
17546,SCPEP1,,
17547,SCRG1,,
17548,SCRIB,,
17549,SCRN1,,
17550,SCRN2,,
17551,SCRN3,,
17552,SCRT1,,
17553,SCRT2,,
17554,SCT,,
17555,SCTR,,
17556,SCUBE1,,
17557,SCUBE2,,
17558,SCUBE3,,
17559,SCYL1,,
17560,SCYL2,,
17561,SCYL3,,
17562,SDAD1,,
17563,SDC1,,
17564,SDC2,,
17565,SDC3,,
17566,SDC4,,
17567,SDC4P,,
17568,SDCBP,,
17569,SDCBP2,,
17570,SDCBP2-AS1,,
17571,SDCCAG8,,
17572,SDE2,,
17573,SDF2,,
17574,SDF2L1,,
17575,SDF4,,
17576,SDHA,,
17577,SDHAF1,,
17578,SDHAF2,,
17579,SDHAP1,,
17580,SDHAP2,,
17581,SDHAP3,,
17582,SDHB,,
17583,SDHC,,
17584,SDHD,,
17585,SDK1,,
17586,SDK2,,
17587,SDR16C5,,
17588,SDR16C6P,,
17589,SDR39U1,,
17590,SDR42E1,,
17591,SDR9C7,,
17592,SDS,,
17593,SDSL,,
17594,SEBOX,,
17595,SEC11A,,
17596,SEC11C,,
17597,SEC13,,
17598,SEC14L1,,
17599,SEC14L1P1,,
17600,SEC14L2,,
17601,SEC14L3,,
17602,SEC14L4,,
17603,SEC14L5,,
17604,SEC14L6,,
17605,SEC16A,,
17606,SEC16B,,
17607,SEC1P,,
17608,SEC22A,,
17609,SEC22B,,
17610,SEC22C,,
17611,SEC23A,,
17612,SEC23B,,
17613,SEC23IP,,
17614,SEC24A,,
17615,SEC24B,,
17616,SEC24B-AS1,,
17617,SEC24C,,
17618,SEC24D,,
17619,SEC31A,,
17620,SEC31B,,
17621,SEC61A1,,
17622,SEC61A2,,
17623,SEC61B,,
17624,SEC61G,,
17625,SEC62,,
17626,SEC63,,
17627,SECISBP2,,
17628,SECISBP2L,,
17629,SECTM1,,
17630,SEH1L,,
17631,SEL1L,,
17632,SEL1L2,,
17633,SEL1L3,,
17634,SELE,,
17635,SELENBP1,,
17636,SELL,,
17637,SELP,,
17638,SELPLG,,
17639,SEMA3A,,
17640,SEMA3B,,
17641,SEMA3B-AS1,,
17642,SEMA3C,,
17643,SEMA3D,,
17644,SEMA3E,,
17645,SEMA3F,,
17646,SEMA3G,,
17647,SEMA4A,,
17648,SEMA4B,,
17649,SEMA4C,,
17650,SEMA4D,,
17651,SEMA4F,,
17652,SEMA4G,,
17653,SEMA5A,,
17654,SEMA5B,,
17655,SEMA6A,,
17656,SEMA6B,,
17657,SEMA6C,,
17658,SEMA6D,,
17659,SEMA7A,,
17660,SEMG1,,
17661,SEMG2,,
17662,SENCR,,
17663,SENP1,,
17664,SENP2,,
17665,SENP3,,
17666,SENP3-EIF4A1,,
17667,SENP5,,
17668,SENP6,,
17669,SENP7,,
17670,SENP8,,
17671,SEPHS1,,
17672,SEPHS2,,
17673,SEPSECS,,
17674,SEPSECS-AS1,,
17675,SEPT5-GP1BB,,
17676,SERAC1,,
17677,SERBP1,,
17678,SERF1A,,
17679,SERF1B,,
17680,SERF2,,
17681,SERF2-C15ORF63,,
17682,SERGEF,,
17683,SERHL,,
17684,SERHL2,,
17685,SERINC1,,
17686,SERINC2,,
17687,SERINC3,,
17688,SERINC4,,
17689,SERINC5,,
17690,SERP1,,
17691,SERP2,,
17692,SERPINA1,,
17693,SERPINA10,,
17694,SERPINA11,,
17695,SERPINA12,,
17696,SERPINA13P,,
17697,SERPINA2,,
17698,SERPINA3,,
17699,SERPINA4,,
17700,SERPINA5,,
17701,SERPINA6,,
17702,SERPINA7,,
17703,SERPINA9,,
17704,SERPINB1,,
17705,SERPINB10,,
17706,SERPINB11,,
17707,SERPINB12,,
17708,SERPINB13,,
17709,SERPINB2,,
17710,SERPINB3,,
17711,SERPINB4,,
17712,SERPINB5,,
17713,SERPINB6,,
17714,SERPINB7,,
17715,SERPINB8,,
17716,SERPINB9,,
17717,SERPINB9P1,,
17718,SERPINC1,,
17719,SERPIND1,,
17720,SERPINE1,,
17721,SERPINE2,,
17722,SERPINE3,,
17723,SERPINF1,,
17724,SERPINF2,,
17725,SERPING1,,
17726,SERPINH1,,
17727,SERPINI1,,
17728,SERPINI2,,
17729,SERTAD1,,
17730,SERTAD2,,
17731,SERTAD3,,
17732,SERTAD4,,
17733,SERTAD4-AS1,,
17734,SERTM1,,
17735,SESN1,,
17736,SESN2,,
17737,SESN3,,
17738,SESTD1,,
17739,SET,,
17740,SETBP1,,
17741,SETD1A,,
17742,SETD1B,,
17743,SETD2,,
17744,SETD3,,
17745,SETD4,,
17746,SETD5,,
17747,SETD6,,
17748,SETD7,,
17749,SETD9,,
17750,SETDB1,,
17751,SETDB2,,
17752,SETMAR,,
17753,SETSIP,,
17754,SETX,,
17755,SEZ6,,
17756,SEZ6L,,
17757,SEZ6L2,,
17758,SF1,,
17759,SF3A1,,
17760,SF3A2,,
17761,SF3A3,,
17762,SF3B1,,
17763,SF3B2,,
17764,SF3B3,,
17765,SF3B4,,
17766,SF3B5,,
17767,SF3B6,,
17768,SFI1,,
17769,SFMBT1,,
17770,SFMBT2,,
17771,SFN,,
17772,SFPQ,,
17773,SFR1,,
17774,SFRP1,,
17775,SFRP2,,
17776,SFRP4,,
17777,SFRP5,,
17778,SFSWAP,,
17779,SFT2D1,,
17780,SFT2D2,,
17781,SFT2D3,,
