,Gene,variance,SD
0,A1BG,0.035145929,0.187472475
1,A1BG-AS1,0.029408576,0.171489288
2,A1CF,0.025864859,0.160825553
3,A2M,0.049549445,0.222597046
4,A2M-AS1,0.038260729,0.195603501
5,A2ML1,0.101814673,0.319084116
6,A2MP1,0.047721319,0.218452097
7,A3GALT2,0.086796608,0.29461264
8,A4GALT,0.06204339,0.249085107
9,A4GNT,0.101246053,0.318191849
10,AA06,0.050321628,0.224324827
11,AAAS,0.053089956,0.230412578
12,AACS,0.061890075,0.248777159
13,AACSP1,0.033943244,0.184236924
14,AADAC,0.157111574,0.396373024
15,AADACL2,0.040434047,0.20108219
16,AADACL2-AS1,0.030369138,0.174267432
17,AADACL3,0.052515339,0.229162255
18,AADACL4,0.026678396,0.163335225
19,AADACP1,0.131578622,0.362737677
20,AADAT,0.05352029,0.231344527
21,AAGAB,0.05196857,0.22796616
22,AAK1,0.027632866,0.166231363
23,AAMDC,0.038358581,0.195853469
24,AAMP,0.012277092,0.11080204
25,AANAT,0.071666886,0.267706716
26,AAR2,0.099851981,0.31599364
27,AARD,0.031504879,0.177496138
28,AARS2,0.051893931,0.227802396
29,AARSD1,0.038775334,0.196914535
30,AASDH,0.051351831,0.226609425
31,AASDHPPT,0.036727414,0.191643976
32,AASS,0.029799848,0.172626324
33,AATF,0.191431718,0.437529106
34,AATK,0.004424014,0.066513262
35,ABAT,0.033363674,0.182657259
36,ABCA1,0.046005329,0.214488528
37,ABCA10,0.027789676,0.166702358
38,ABCA11P,0.081363129,0.285242228
39,ABCA12,0.054433446,0.233309765
40,ABCA13,0.026984445,0.164269427
41,ABCA17P,0.014927282,0.122177255
42,ABCA2,0.071846866,0.268042656
43,ABCA3,0.020966034,0.144796528
44,ABCA4,0.047948664,0.218971833
45,ABCA5,0.144894986,0.380650741
46,ABCA6,0.022929104,0.151423591
47,ABCA7,0.023885779,0.154550248
48,ABCA8,0.019711825,0.140398806
49,ABCA9,0.04837094,0.219933945
50,ABCB1,0.086142565,0.293500537
51,ABCB10,0.025829042,0.160714163
52,ABCB11,0.017668095,0.132921386
53,ABCB4,0.011923598,0.109195231
54,ABCB5,0.00610057,0.078106145
55,ABCB6,0.022927502,0.151418302
56,ABCB7,0.046147144,0.214818863
57,ABCB8,0.012641608,0.112434908
58,ABCB9,0.035728733,0.189020455
59,ABCC1,0.019320871,0.138999535
60,ABCC10,0.072659599,0.269554445
61,ABCC11,0.142569003,0.377583107
62,ABCC12,0.011151113,0.105598833
63,ABCC13,0.031118608,0.176404671
64,ABCC2,0.016345391,0.127849094
65,ABCC3,0.037273427,0.193063272
66,ABCC4,0.064059102,0.253098996
67,ABCC5,0.008529847,0.092357173
68,ABCC5-AS1,0.043511487,0.208594073
69,ABCC6,0.037978838,0.194881601
70,ABCC6P1,0.080163226,0.283131111
71,ABCC6P2,0.011831719,0.108773707
72,ABCC8,0.211131169,0.459490119
73,ABCC9,0.024084184,0.155190799
74,ABCD1,0.037143389,0.192726201
75,ABCD2,0.096668227,0.310915145
76,ABCD3,0.039441131,0.198597912
77,ABCD4,0.023705473,0.153965818
78,ABCE1,0.022374368,0.149580639
79,ABCF1,0.073906492,0.271857485
80,ABCF2,0.01588674,0.126042612
81,ABCF3,0.027172677,0.164841368
82,ABCG1,0.017810571,0.133456253
83,ABCG2,0.056320324,0.237319035
84,ABCG4,0.05955368,0.244036228
85,ABCG5,0.073636372,0.271360225
86,ABCG8,0.00871005,0.09332765
87,ABHD1,0.020598747,0.143522637
88,ABHD10,0.020973045,0.144820733
89,ABHD11,0.061152761,0.247290842
90,ABHD12,0.034032662,0.184479435
91,ABHD12B,0.027029742,0.164407245
92,ABHD13,0.025436731,0.159488967
93,ABHD14A,0.043590877,0.208784284
94,ABHD14A-ACY1,0.034189587,0.184904264
95,ABHD14B,0.034112343,0.184695271
96,ABHD15,0.135081625,0.367534523
97,ABHD16A,0.029937318,0.173024038
98,ABHD16B,0.035274295,0.187814522
99,ABHD17A,0.061708305,0.248411564
100,ABHD17B,0.043489587,0.208541571
101,ABHD17C,0.004579235,0.067670043
102,ABHD2,0.013680479,0.116963581
103,ABHD3,0.032466878,0.180185676
104,ABHD4,0.028694337,0.16939403
105,ABHD5,0.003934932,0.062729039
106,ABHD6,0.098992599,0.314630894
107,ABHD8,0.061607502,0.248208585
108,ABI1,0.054327515,0.233082635
109,ABI2,0.056816965,0.238363095
110,ABI3,0.027172607,0.164841157
111,ABI3BP,0.047412431,0.217743958
112,ABL1,0.06677796,0.258414318
113,ABL2,0.006805539,0.082495688
114,ABLIM1,0.029910916,0.172947727
115,ABLIM2,0.071717801,0.267801794
116,ABLIM3,0.029844853,0.172756629
117,ABO,0.036727808,0.191645004
118,ABR,0.056989207,0.238724123
119,ABRA,0.175333317,0.418728214
120,ABRACL,0.0531299,0.230499241
121,ABT1,0.051901183,0.227818311
122,ABTB1,0.081933336,0.286239997
123,ABTB2,0.045339659,0.212931114
124,ACAA1,0.040026954,0.200067374
125,ACAA2,0.047625973,0.218233757
126,ACACA,0.099740212,0.315816738
127,ACACB,0.010171672,0.100854707
128,ACAD10,0.054306539,0.233037634
129,ACAD11,0.084777415,0.291165614
130,ACAD8,0.011033679,0.105041323
131,ACAD9,0.02411089,0.155276819
132,ACADL,0.022262144,0.149205041
133,ACADM,0.124080595,0.352250756
134,ACADS,0.043339381,0.208181126
135,ACADSB,0.011039246,0.105067818
136,ACADVL,0.060792475,0.246561301
137,ACAN,0.045949667,0.214358735
138,ACAP1,0.025000139,0.158114321
139,ACAP2,0.034957556,0.186969399
140,ACAP3,0.008224483,0.090688934
141,ACAT1,0.016306202,0.12769574
142,ACAT2,0.016598796,0.128836316
143,ACBD3,0.041053016,0.202615439
144,ACBD4,0.140530087,0.374873427
145,ACBD5,0.058181812,0.241209063
146,ACBD6,0.148701779,0.385618696
147,ACBD7,0.050506941,0.224737492
148,ACCS,0.012639293,0.11242461
149,ACCSL,0.043698472,0.209041795
150,ACD,0.017756998,0.133255388
151,ACE,0.021229319,0.145702844
152,ACE2,0.05622117,0.237110037
153,ACER1,0.033061863,0.181829213
154,ACER2,0.047387597,0.217686925
155,ACER3,0.054993623,0.234507191
156,ACHE,0.02131943,0.146011745
157,ACIN1,0.028314116,0.168267989
158,ACKR1,0.028871356,0.169915733
159,ACKR2,0.01130358,0.106318297
160,ACKR3,0.04161868,0.204006569
161,ACKR4,0.04086077,0.202140471
162,ACLY,0.037261056,0.19303123
163,ACMSD,0.02367643,0.153871474
164,ACO1,0.005595961,0.074806156
165,ACO2,0.027075615,0.164546696
166,ACOT1,0.026925614,0.164090263
167,ACOT11,0.159432828,0.399290405
168,ACOT12,0.02157256,0.146876001
169,ACOT13,0.026230889,0.161959529
170,ACOT2,0.02172935,0.147408784
171,ACOT4,0.025439646,0.159498108
172,ACOT6,0.066688694,0.258241542
173,ACOT7,0.1827224,0.427460408
174,ACOT8,0.052937422,0.230081337
175,ACOT9,0.06003478,0.245019959
176,ACOX1,0.039429294,0.198568108
177,ACOX2,0.019466926,0.139523927
178,ACOX3,0.020076075,0.141690066
179,ACOXL,0.05903723,0.242975782
180,ACP1,0.017669278,0.132925837
181,ACP2,0.02153491,0.146747776
182,ACP5,0.038478924,0.196160455
183,ACP6,0.039361979,0.198398536
184,ACR,0.167943111,0.409808627
185,ACRBP,0.036150669,0.190133292
186,ACRV1,0.030652655,0.175078997
187,ACSBG1,0.043395628,0.208316174
188,ACSBG2,0.060585078,0.246140362
189,ACSF2,0.052226682,0.228531577
190,ACSF3,0.033158248,0.182094063
191,ACSL1,0.097430735,0.312138967
192,ACSL3,0.083573627,0.289091037
193,ACSL4,0.049852361,0.223276424
194,ACSL5,0.034361551,0.185368688
195,ACSL6,0.133150152,0.364897454
196,ACSM1,0.043231499,0.207921859
197,ACSM2A,0.023259826,0.152511725
198,ACSM2B,0.032397652,0.179993478
199,ACSM3,0.075778374,0.275278721
200,ACSM4,0.034312359,0.185235954
201,ACSM5,0.045631617,0.213615582
202,ACSS1,0.033889351,0.184090607
203,ACSS2,0.033946174,0.184244876
204,ACSS3,0.113771322,0.337300047
205,ACTA1,0.028091488,0.167605154
206,ACTA2,0.012050124,0.109773057
207,ACTB,0.022234918,0.149113775
208,ACTBL2,0.090799043,0.301328796
209,ACTC1,0.018768524,0.136998264
210,ACTG1,0.026037742,0.161362146
211,ACTG1P4,0.034636508,0.186108862
212,ACTG2,0.083322187,0.288655827
213,ACTL10,0.078662631,0.280468592
214,ACTL6A,0.032509305,0.18030337
215,ACTL6B,0.049548131,0.222594095
216,ACTL7A,0.073023917,0.270229379
217,ACTL7B,0.045037931,0.212221421
218,ACTL8,0.03362114,0.183360682
219,ACTL9,0.059325642,0.243568557
220,ACTN1,0.01519858,0.123282519
221,ACTN2,0.025265045,0.158949818
222,ACTN3,0.032959702,0.181548072
223,ACTN4,0.015656038,0.12512409
224,ACTR10,0.056947392,0.238636527
225,ACTR1A,0.020329128,0.142580251
226,ACTR1B,0.017607891,0.13269473
227,ACTR2,0.087179149,0.295261153
228,ACTR3,0.017665659,0.132912224
229,ACTR3B,0.033764746,0.183751859
230,ACTR3BP2,0.023989675,0.154886007
231,ACTR3BP5,0.036288634,0.190495758
232,ACTR3C,0.030355644,0.174228712
233,ACTR5,0.137636186,0.370993513
234,ACTR6,0.013009835,0.114060663
235,ACTR8,0.177697614,0.421541948
236,ACTRT1,0.052144267,0.228351192
237,ACTRT2,0.029036626,0.170401368
238,ACTRT3,0.027854815,0.166897617
239,ACVR1,0.049464869,0.222406989
240,ACVR1B,0.029940453,0.173033098
241,ACVR1C,0.049354217,0.22215809
242,ACVR2A,0.032275445,0.179653682
243,ACVR2B,0.045952509,0.214365362
244,ACVR2B-AS1,0.026745957,0.163541912
245,ACVRL1,0.009474961,0.097339412
246,ACY1,0.021993984,0.148303689
247,ACY3,0.01801928,0.134235912
248,ACYP1,0.047574127,0.21811494
249,ACYP2,0.039672377,0.199179258
250,ADA,0.010431939,0.102136863
251,ADAD1,0.037923458,0.194739462
252,ADAD2,0.046121691,0.214759612
253,ADAL,0.025830848,0.160719782
254,ADAM10,0.015539459,0.124657365
255,ADAM11,0.055629417,0.235858893
256,ADAM12,0.062595915,0.250191756
257,ADAM15,0.034539751,0.185848732
258,ADAM17,0.006836041,0.082680354
259,ADAM18,0.025022627,0.158185419
260,ADAM19,0.078904505,0.280899457
261,ADAM2,0.0766036,0.276773554
262,ADAM20,0.054471932,0.233392227
263,ADAM20P1,0.048665327,0.220602193
264,ADAM21,0.026052896,0.161409095
265,ADAM21P1,0.041286828,0.203191604
266,ADAM22,0.040501308,0.201249368
267,ADAM23,0.034667095,0.186191017
268,ADAM28,0.079686277,0.282287579
269,ADAM29,0.03121255,0.176670738
270,ADAM30,0.008007787,0.089486238
271,ADAM32,0.02845261,0.168679015
272,ADAM33,0.048230337,0.219614064
273,ADAM3A,0.011004941,0.104904436
274,ADAM5,0.02055231,0.143360767
275,ADAM6,0.015494652,0.124477515
276,ADAM7,0.017026797,0.130486768
277,ADAM8,0.016534213,0.128585429
278,ADAM9,0.015243757,0.123465612
279,ADAMDEC1,0.03828903,0.195675829
280,ADAMTS1,0.091221598,0.302029134
281,ADAMTS10,0.017592727,0.132637577
282,ADAMTS12,0.097204983,0.311777136
283,ADAMTS13,0.038833985,0.197063403
284,ADAMTS14,0.043462518,0.20847666
285,ADAMTS15,0.016554758,0.128665293
286,ADAMTS16,0.047249693,0.217369946
287,ADAMTS17,0.008816905,0.093898378
288,ADAMTS18,0.029565555,0.171946371
289,ADAMTS19,0.01779289,0.133389992
290,ADAMTS2,0.027295733,0.165214203
291,ADAMTS20,0.034120989,0.184718674
292,ADAMTS3,0.035699213,0.188942353
293,ADAMTS4,0.032675636,0.180764035
294,ADAMTS5,0.008154198,0.090300597
295,ADAMTS6,0.025341801,0.159191082
296,ADAMTS7,0.050707832,0.225183996
297,ADAMTS7P1,0.072587658,0.269420969
298,ADAMTS8,0.136313194,0.369206167
299,ADAMTS9,0.042751079,0.206763341
300,ADAMTS9-AS2,0.06158145,0.248156099
301,ADAMTSL1,0.054340365,0.233110199
302,ADAMTSL2,0.041620797,0.204011757
303,ADAMTSL3,0.039246404,0.198107051
304,ADAMTSL4,0.038079142,0.195138777
305,ADAMTSL4-AS1,0.010481015,0.102376831
306,ADAMTSL5,0.227237861,0.476694726
307,ADAP1,0.230118386,0.479706562
308,ADAP2,0.022304251,0.149346078
309,ADAR,0.081653174,0.285750194
310,ADARB1,0.032714142,0.180870511
311,ADARB2,0.057065729,0.238884342
312,ADARB2-AS1,0.016569944,0.128724296
313,ADAT1,0.040549534,0.20136915
314,ADAT2,0.055852278,0.236330866
315,ADAT3,0.190841713,0.436854338
316,ADCK1,0.044152847,0.21012579
317,ADCK2,0.040769801,0.201915331
318,ADCK5,0.039752708,0.199380811
319,ADCY1,0.092712562,0.304487375
320,ADCY10,0.044456999,0.210848284
321,ADCY10P1,0.072155296,0.268617378
322,ADCY2,0.030418788,0.174409829
323,ADCY3,0.026877721,0.163944261
324,ADCY4,0.015303148,0.123705895
325,ADCY5,0.031817062,0.178373378
326,ADCY6,0.055568236,0.235729157
327,ADCY7,0.043401134,0.208329388
328,ADCY8,0.103425146,0.321597802
329,ADCY9,0.050705077,0.22517788
330,ADCYAP1,0.055547377,0.235684911
331,ADCYAP1R1,0.012164039,0.110290701
332,ADD1,0.036952632,0.192230673
333,ADD2,0.032907064,0.181403042
334,ADD3,0.031358702,0.177083884
335,ADD3-AS1,0.059803017,0.244546555
336,ADGB,0.02115223,0.145438061
337,ADH1A,0.07408531,0.272186169
338,ADH1B,0.083713121,0.289332198
339,ADH1C,0.032332402,0.179812129
340,ADH4,0.060256423,0.245471838
341,ADH5,0.14600638,0.382107812
342,ADH6,0.006037454,0.077701052
343,ADH7,0.024941978,0.157930295
344,ADHFE1,0.019018363,0.137907081
345,ADI1,0.075751776,0.275230405
346,ADIG,0.037290123,0.193106507
347,ADIPOQ,0.045461031,0.213215926
348,ADIPOQ-AS1,0.035137718,0.187450575
349,ADIPOR1,0.064140053,0.253258866
350,ADIPOR2,0.171133748,0.413683149
351,ADIRF,0.073107865,0.27038466
352,ADK,0.050065296,0.223752757
353,ADM,0.068051613,0.260867041
354,ADM2,0.060470907,0.245908331
355,ADM5,0.020247058,0.142292159
356,ADNP,0.058621003,0.242117745
357,ADNP2,0.044710422,0.21144839
358,ADO,0.060343996,0.24565015
359,ADORA1,0.013758751,0.117297703
360,ADORA2A,0.009444772,0.097184216
361,ADORA2A-AS1,0.021567297,0.146858085
362,ADORA2B,0.03085712,0.175661947
363,ADORA3,0.026937128,0.164125344
364,ADPGK,0.040843882,0.202098693
365,ADPGK-AS1,0.063001037,0.251000073
366,ADPRH,0.032519374,0.180331289
367,ADPRHL1,0.21233195,0.460794911
368,ADPRM,0.050368788,0.224429917
369,ADRA1A,0.032378902,0.179941384
370,ADRA1B,0.031324713,0.176987889
371,ADRA1D,0.071872948,0.268091305
372,ADRA2A,0.047726485,0.218463922
373,ADRA2B,0.045361846,0.212983206
374,ADRA2C,0.018757314,0.136957344
375,ADRB1,0.034774787,0.186479992
376,ADRB2,0.007588428,0.087111581
377,ADRB3,0.036272214,0.190452656
378,ADRM1,0.088990037,0.298311979
379,ADSL,0.025588275,0.159963355
380,ADTRP,0.074875075,0.273633103
381,AEBP1,0.044002121,0.209766826
382,AEBP2,0.113093008,0.33629304
383,AEN,0.046064097,0.214625482
384,AFAP1,0.012507641,0.111837567
385,AFAP1-AS1,0.21999818,0.469039636
386,AFAP1L1,0.037614998,0.193945864
387,AFAP1L2,0.127039241,0.356425646
388,AFF1,0.112511188,0.335426874
389,AFF2,0.033708351,0.183598341
390,AFF3,0.142763853,0.377841041
391,AFF4,0.02653754,0.162903468
392,AFG3L1P,0.183428101,0.42828507
393,AFG3L2,0.132233024,0.36363859
394,AFM,0.007663509,0.08754147
395,AFMID,0.06898587,0.262651613
396,AFP,0.051480784,0.226893772
397,AFTPH,0.017012685,0.130432685
398,AGA,0.060471814,0.245910175
399,AGAP1,0.020370139,0.142723995
400,AGAP11,0.054057989,0.23250374
401,AGAP2,0.100437459,0.316918695
402,AGAP2-AS1,0.025169513,0.158649024
403,AGAP3,0.05795342,0.240735165
404,AGAP4,0.141440446,0.376085689
405,AGAP5,0.032711561,0.180863376
406,AGAP6,0.034765946,0.186456285
407,AGAP9,0.130523794,0.361280769
408,AGBL1,0.02683278,0.163807143
409,AGBL1-AS1,0.03750355,0.193658334
410,AGBL2,0.057275316,0.239322619
411,AGBL3,0.028198572,0.167924305
412,AGBL4,0.040768285,0.201911578
413,AGBL4-IT1,0.040192988,0.200481889
414,AGBL5,0.038774255,0.196911795
415,AGBL5-AS1,0.045792593,0.213992041
416,AGER,0.035005562,0.187097735
417,AGFG1,0.066353334,0.257591408
418,AGFG2,0.023540974,0.153430681
419,AGGF1,0.141046483,0.375561557
420,AGK,0.022463838,0.14987941
421,AGL,0.039621156,0.199050636
422,AGMAT,0.052416404,0.228946292
423,AGMO,0.028212526,0.167965848
424,AGO1,0.031617667,0.177813573
425,AGO2,0.025711558,0.160348239
426,AGO3,0.02070969,0.143908617
427,AGO4,0.07414746,0.272300312
428,AGPAT1,0.020609775,0.143561051
429,AGPAT2,0.011089799,0.105308116
430,AGPAT3,0.04141725,0.203512285
431,AGPAT4,0.030466692,0.174547106
432,AGPAT4-IT1,0.024598016,0.156837547
433,AGPAT5,0.108994669,0.330143406
434,AGPS,0.0429888,0.207337407
435,AGR2,0.091464287,0.302430631
436,AGR3,0.040594224,0.201480083
437,AGRN,0.02138927,0.146250709
438,AGRP,0.04701726,0.216834637
439,AGT,0.012220113,0.110544619
440,AGTPBP1,0.012433466,0.111505452
441,AGTR1,0.052007114,0.228050684
442,AGTR2,0.056163837,0.236989107
443,AGTRAP,0.046974154,0.216735217
444,AGXT,0.058132697,0.241107231
445,AGXT2,0.021470394,0.146527793
446,AHCTF1,0.079636372,0.282199171
447,AHCTF1P1,0.037106686,0.192630959
448,AHCY,0.023702016,0.15395459
449,AHCYL1,0.015767407,0.125568336
450,AHCYL2,0.022369538,0.149564494
451,AHDC1,0.039633747,0.199082261
452,AHI1,0.058079625,0.240997147
453,AHNAK,0.010678655,0.10333758
454,AHNAK2,0.05121087,0.226298188
455,AHR,0.054903993,0.23431601
456,AHRR,0.012772019,0.11301336
457,AHSA1,0.036150024,0.190131597
458,AHSG,0.091042575,0.301732622
459,AHSP,0.01682158,0.129698035
460,AICDA,0.020586516,0.143480019
461,AIDA,0.024208866,0.155591985
462,AIF1,0.075912735,0.275522659
463,AIF1L,0.018653804,0.136578929
464,AIFM1,0.079227041,0.281472984
465,AIFM2,0.039885331,0.199713123
466,AIFM3,0.050233174,0.224127584
467,AIG1,0.029630159,0.172134131
468,AIM2,0.039529187,0.198819484
469,AIMP1,0.061724018,0.24844319
470,AIMP2,0.016776612,0.129524562
471,AIP,0.077676717,0.278705431
472,AIPL1,0.035450601,0.1882833
473,AIRE,0.012057597,0.10980709
474,AIRN,0.035483995,0.188371959
475,AJAP1,0.045951027,0.214361906
476,AJUBA,0.035022806,0.187143812
477,AK1,0.043328664,0.208155384
478,AK2,0.028894374,0.169983451
479,AK3,0.051618647,0.227197374
480,AK4,0.02384147,0.154406831
481,AK5,0.041156339,0.202870252
482,AK6,0.077818214,0.278959162
483,AK7,0.130764323,0.361613499
484,AK8,0.102823707,0.320661359
485,AK9,0.030657691,0.175093377
486,AKAP1,0.042307509,0.205687891
487,AKAP10,0.026594538,0.163078317
488,AKAP11,0.036233476,0.190350927
489,AKAP12,0.036749492,0.191701571
490,AKAP13,0.016290866,0.127635678
491,AKAP14,0.060138175,0.245230861
492,AKAP17A,0.048616638,0.220491808
493,AKAP3,0.063952249,0.25288782
494,AKAP4,0.036394858,0.190774365
495,AKAP5,0.053000978,0.230219413
496,AKAP6,0.04529022,0.21281499
497,AKAP7,0.034862523,0.186715085
498,AKAP8,0.03774973,0.194292898
499,AKAP8L,0.062185092,0.249369389
500,AKAP9,0.025263582,0.158945216
501,AKIP1,0.013386242,0.115698928
502,AKIRIN1,0.035919942,0.18952557
503,AKIRIN2,0.043269996,0.208014413
504,AKNA,0.034464345,0.185645751
505,AKNAD1,0.054931798,0.234375335
506,AKR1A1,0.029696106,0.172325581
507,AKR1B1,0.024556277,0.156704424
508,AKR1B10,0.078743131,0.280612065
509,AKR1B15,0.030624386,0.174998245
510,AKR1C1,0.034263189,0.185103184
511,AKR1C2,0.044693551,0.211408494
512,AKR1C3,0.042377655,0.205858338
513,AKR1C4,0.032184586,0.179400631
514,AKR1C6P,0.02454252,0.156660526
515,AKR1D1,0.025167166,0.158641629
516,AKR1E2,0.147047415,0.383467619
517,AKR7A2,0.080875271,0.284385779
518,AKR7A2P1,0.049978046,0.223557701
519,AKR7A3,0.068134497,0.261025855
520,AKR7L,0.047904524,0.21887102
521,AKT1,0.18041517,0.42475307
522,AKT1S1,0.062155368,0.249309782
523,AKT2,0.008369998,0.091487694
524,AKT3,0.050397604,0.224494107
525,AKTIP,0.058458156,0.241781215
526,ALAD,0.050178438,0.224005442
527,ALAS1,0.032756484,0.180987525
528,ALAS2,0.047477924,0.217894294
529,ALB,0.011911177,0.109138337
530,ALCAM,0.076944267,0.277388296
531,ALDH16A1,0.021584661,0.146917192
532,ALDH18A1,0.024422765,0.156277845
533,ALDH1A1,0.040668775,0.201665008
534,ALDH1A2,0.048018847,0.21913203
535,ALDH1A3,0.043963118,0.209673838
536,ALDH1B1,0.074447206,0.272850152
537,ALDH1L1,0.035690468,0.18891921
538,ALDH1L1-AS1,0.056371772,0.237427403
539,ALDH1L1-AS2,0.119464713,0.345636678
540,ALDH1L2,0.029373659,0.171387454
541,ALDH2,0.060087012,0.245126523
542,ALDH3A1,0.022910412,0.151361857
543,ALDH3A2,0.016808336,0.129646967
544,ALDH3B1,0.104966207,0.323984886
545,ALDH3B2,0.045566522,0.213463163
546,ALDH4A1,0.016118788,0.12695979
547,ALDH5A1,0.095670978,0.309307254
548,ALDH6A1,0.075137746,0.274112652
549,ALDH7A1,0.032048967,0.179022253
550,ALDH8A1,0.024926144,0.157880157
551,ALDH9A1,0.037390172,0.193365384
552,ALDOA,0.053626527,0.23157402
553,ALDOB,0.082551722,0.287318154
554,ALDOC,0.039479346,0.198694101
555,ALG1,0.076050747,0.275772999
556,ALG10,0.075502104,0.274776462
557,ALG10B,0.05073346,0.225240892
558,ALG11,0.016934471,0.130132512
559,ALG12,0.055544147,0.235678058
560,ALG13,0.053283707,0.230832639
561,ALG14,0.047141477,0.217120882
562,ALG1L,0.058415857,0.241693725
563,ALG1L2,0.045780766,0.213964402
564,ALG1L9P,0.052862301,0.229918031
565,ALG2,0.036294142,0.190510214
566,ALG3,0.046544552,0.215741864
567,ALG5,0.05358239,0.231478703
568,ALG6,0.045955362,0.214372017
569,ALG8,0.028644625,0.16924723
570,ALG9,0.039889243,0.199722916
571,ALK,0.031884998,0.178563708
572,ALKBH1,0.172838883,0.41573896
573,ALKBH2,0.091448792,0.302405013
574,ALKBH3,0.033989295,0.18436186
575,ALKBH3-AS1,0.162032502,0.402532609
576,ALKBH4,0.062726533,0.250452656
577,ALKBH5,0.034410494,0.185500658
578,ALKBH6,0.023175503,0.152235025
579,ALKBH7,0.01571415,0.125356092
580,ALKBH8,0.036884403,0.192053126
581,ALLC,0.03812025,0.195244079
582,ALMS1,0.011229759,0.105970556
583,ALMS1-IT1,0.042730881,0.206714492
584,ALOX12,0.013849097,0.117682188
585,ALOX12B,0.052024105,0.228087932
586,ALOX12P2,0.070306237,0.265153233
587,ALOX15,0.045974798,0.214417345
588,ALOX15B,0.022146051,0.148815494
589,ALOX15P1,0.021352951,0.146126491
590,ALOX5,0.060765198,0.246505979
591,ALOX5AP,0.084003548,0.289833657
592,ALOXE3,0.130468203,0.361203825
593,ALPI,0.088216921,0.297013335
594,ALPK1,0.023598567,0.15361825
595,ALPK2,0.050331145,0.224346037
596,ALPK3,0.140685843,0.375081115
597,ALPL,0.033967125,0.184301723
598,ALPP,0.05194672,0.227918231
599,ALS2,0.065888758,0.256688056
600,ALS2CL,0.069453329,0.263539996
601,ALX1,0.015790992,0.125662214
602,ALX3,0.023862381,0.154474532
603,ALX4,0.012743316,0.112886298
604,ALYREF,0.022336334,0.149453451
605,AMACR,0.019358823,0.139135987
606,AMBN,0.05161386,0.227186838
607,AMBP,0.053122918,0.230484094
608,AMBRA1,0.020340738,0.14262096
609,AMD1,0.042057995,0.205080459
610,AMDHD1,0.027325675,0.165304793
611,AMDHD2,0.128510542,0.35848367
612,AMELX,0.092543187,0.304209117
613,AMELY,0.063949392,0.252882171
614,AMER1,0.049725954,0.222993171
615,AMER2,0.035220511,0.187671285
616,AMER3,0.050664197,0.225087088
617,AMFR,0.066413143,0.257707475
618,AMH,0.011658941,0.107976577
619,AMHR2,0.02884594,0.169840925
620,AMIGO1,0.052281001,0.228650389
621,AMIGO2,0.03487646,0.186752402
622,AMIGO3,0.052269066,0.228624291
623,AMMECR1,0.029316564,0.171220806
624,AMMECR1L,0.006204433,0.078768221
625,AMN,0.035845982,0.189330352
626,AMN1,0.014456381,0.120234692
627,AMOT,0.014766455,0.121517302
628,AMOTL1,0.020656141,0.143722444
629,AMOTL2,0.051885544,0.227783985
630,AMPD1,0.026994181,0.164299061
631,AMPD2,0.014288135,0.119532987
632,AMPD3,0.02896298,0.170185134
633,AMPH,0.036893554,0.192076949
634,AMT,0.069534673,0.263694279
635,AMTN,0.039841568,0.199603526
636,AMY1A,0.141905307,0.376703208
637,AMY1B,0.018890844,0.137443966
638,AMY1C,0.021749018,0.147475484
639,AMY2A,0.125187764,0.35381883
640,AMY2B,0.055092174,0.23471722
641,AMZ1,0.208379576,0.456486118
642,AMZ2,0.055637859,0.235876788
643,AMZ2P1,0.049830731,0.223227979
644,ANAPC1,0.088460449,0.297423013
645,ANAPC10,0.106038594,0.325635677
646,ANAPC11,0.148918613,0.385899745
647,ANAPC13,0.070437131,0.265399945
648,ANAPC15,0.049751626,0.223050725
649,ANAPC16,0.059165667,0.243239937
650,ANAPC1P1,0.032916704,0.181429611
651,ANAPC2,0.023886997,0.154554189
652,ANAPC4,0.031665271,0.177947383
653,ANAPC5,0.044636063,0.211272486
654,ANAPC7,0.010390192,0.101932289
655,ANG,0.068565075,0.261849336
656,ANGEL1,0.036525729,0.191117056
657,ANGEL2,0.020722445,0.143952925
658,ANGPT1,0.012866638,0.113431203
659,ANGPT2,0.02629446,0.162155665
660,ANGPT4,0.06065299,0.246278277
661,ANGPTL1,0.051571223,0.227092984
662,ANGPTL2,0.012558504,0.112064731
663,ANGPTL3,0.005636168,0.075074415
664,ANGPTL4,0.029901405,0.172920226
665,ANGPTL5,0.031255898,0.176793376
666,ANGPTL6,0.020525056,0.143265683
667,ANGPTL7,0.032933554,0.181476043
668,ANHX,0.233291293,0.483002374
669,ANK1,0.035082165,0.187302335
670,ANK2,0.022897607,0.151319553
671,ANK3,0.022260924,0.149200951
672,ANKAR,0.006620955,0.081369252
673,ANKDD1A,0.031746493,0.178175454
674,ANKDD1B,0.027733422,0.166533545
675,ANKEF1,0.033802843,0.183855495
676,ANKFN1,0.026432918,0.162582034
677,ANKFY1,0.078247226,0.279727056
678,ANKH,0.02829609,0.168214416
679,ANKHD1,0.034585742,0.185972423
680,ANKHD1-EIF4EBP3,0.058170415,0.241185438
681,ANKIB1,0.166370232,0.407885071
682,ANKK1,0.048781988,0.220866449
683,ANKLE1,0.070600981,0.265708451
684,ANKLE2,0.066538853,0.25795126
685,ANKMY1,0.013356649,0.11557097
686,ANKMY2,0.054169893,0.232744265
687,ANKRA2,0.009990781,0.099953896
688,ANKRD1,0.039920487,0.199801119
